,試合日,節,大会,ホーム,スコア,アウェイ,スタジアム
29939,20201205,３１,Ｊ３,岐阜,0-2,鳥取,長良川
29942,20201220,３４,Ｊ３,Ｇ大23,2-1,岐阜,パナスタ
29945,20210328,３,Ｊ３,岐阜,4-0,讃岐,長良川
29946,20210404,４,Ｊ３,鳥取,vs,岐阜,Ａｘｉｓ
29949,20210502,７,Ｊ３,岐阜,vs,熊本,長良川
29953,20210612,１１,Ｊ３,岐阜,vs,宮崎,長良川
29954,20210620,１２,Ｊ３,今治,vs,岐阜,夢スタ
29955,20210627,１３,Ｊ３,岐阜,vs,鹿児島,長良川
29959,20210911,１８,Ｊ３,岐阜,vs,鳥取,長良川
29960,20210925,２０,Ｊ３,鹿児島,vs,岐阜,白波スタ
29961,20211002,２１,Ｊ３,岐阜,vs,今治,長良川
29962,20211010,２２,Ｊ３,讃岐,vs,岐阜,ピカスタ
29967,20211114,２７,Ｊ３,宮崎,vs,岐阜,ユニスタ
29970,20211205,３０,Ｊ３,熊本,vs,岐阜,えがおＳ
29974,19950423,４,サテライトリーグ,Ｃ大阪,3-2,京都,水口
29976,19950507,６,サテライトリーグ,神戸,1-0,京都,岡山
29979,19950625,９,サテライトリーグ,京都,0-3,広島,長良川
29983,19950723,１３,サテライトリーグ,京都,1-3,Ｇ大阪,枚方
29986,19950917,１７,サテライトリーグ,福岡,5-3,京都,小郡
29993,19960330,４,Ｊ１,京都,0-2,Ｃ大阪,西京極
29996,19960413,７,Ｊ１,広島,3-0,京都,広島ビ
29997,19960414,２,サテライトリーグ Ｃグループ,京都,1-1,Ｃ大阪,宝ヶ池
29998,19960417,８,Ｊ１,Ｇ大阪,4-2,京都,万博
30000,19960421,３,サテライトリーグ Ｃグループ,広島,2-1,京都,広域１
30001,19960427,１０,Ｊ１,京都,0-3,福岡,西京極
30002,19960428,４,サテライトリーグ Ｃグループ,神戸,1-2,京都,神戸中央
30005,19960505,５,サテライトリーグ Ｃグループ,福岡,6-1,京都,平和台
30007,19960512,６,サテライトリーグ Ｃグループ,京都,2-2,Ｇ大阪,宝ヶ池
30010,19960519,７,サテライトリーグ Ｃグループ,鳥栖Ｆ,1-2,京都,唐津
30012,19960602,８,サテライトリーグ Ｃグループ,Ｃ大阪,3-1,京都,美作
30014,19960608,0,ＹＮＣ 予選Ａグループ,京都,0-1,広島,水前寺
30015,19960612,0,ＹＮＣ 予選Ａグループ,広島,0-0,京都,広島ビ
30017,19960616,９,サテライトリーグ Ｃグループ,京都,1-2,広島,八日市Ｇ
30019,19960622,0,ＹＮＣ 予選Ａグループ,Ｇ大阪,4-3,京都,万博
30020,19960626,0,ＹＮＣ 予選Ａグループ,京都,1-2,Ｇ大阪,西京極
30022,19960630,１０,サテライトリーグ Ｃグループ,神戸,5-0,京都,神戸ユ補
30024,19960707,１１,サテライトリーグ Ｃグループ,京都,0-0,福岡,八日市Ｇ
30025,19960804,１２,サテライトリーグ Ｃグループ,Ｇ大阪,1-1,京都,万博
30027,19960811,１３,サテライトリーグ Ｃグループ,京都,2-1,鳥栖Ｆ,亀岡
30033,19960901,１５,サテライトリーグ Ｃグループ,Ｃ大阪,1-1,京都,尼崎
30035,19960908,１６,サテライトリーグ Ｃグループ,京都,2-2,広島,皇子山
30037,19960915,１７,サテライトリーグ Ｃグループ,京都,2-4,神戸,太陽が丘
30039,19960922,１８,サテライトリーグ Ｃグループ,京都,1-4,福岡,亀岡
30041,19960929,１９,サテライトリーグ Ｃグループ,Ｇ大阪,4-3,京都,枚方
30043,19961005,２３,Ｊ１,Ｃ大阪,2-1,京都,長居
30044,19961006,２０,サテライトリーグ Ｃグループ,京都,0-1,鳥栖Ｆ,八日市Ｇ
30047,19961026,２６,Ｊ１,京都,2-1,広島,西京極
30048,19961030,２７,Ｊ１,京都,2-1,Ｇ大阪,西京極
30051,19961109,３０,Ｊ１,福岡,0-2,京都,博多球
30052,19970308,１,ＹＮＣ 予選Ｅグループ,京都,1-0,福岡,西京極
30053,19970309,１,サテライトリーグ Ｃグループ,Ｃ大阪,4-3,京都,鴻ノ池
30055,19970316,２,サテライトリーグ Ｃグループ,福岡,5-3,京都,雁の巣
30058,19970323,３,サテライトリーグ Ｃグループ,京都,0-3,広島,八日市Ｇ
30060,19970329,６,ＹＮＣ 予選Ｅグループ,福岡,2-2,京都,博多球
30061,19970330,４,サテライトリーグ Ｃグループ,神戸,0-2,京都,神戸ユ補
30062,19970406,５,サテライトリーグ Ｃグループ,京都,2-2,Ｇ大阪,八日市Ｇ
30063,19970413,６,サテライトリーグ Ｃグループ,京都,4-5,福岡,八日市Ｇ
30066,19970420,７,サテライトリーグ Ｃグループ,広島,3-0,京都,広域１
30069,19970427,８,サテライトリーグ Ｃグループ,京都,0-3,神戸,八日市Ｇ
30070,19970503,６,Ｊ１ １ｓｔ,広島,1-0,京都,広島ビ
30071,19970504,９,サテライトリーグ Ｃグループ,Ｇ大阪,3-0,京都,田辺Ｇ
30072,19970507,７,Ｊ１ １ｓｔ,京都,1-0,福岡,西京極
30073,19970510,８,Ｊ１ １ｓｔ,Ｃ大阪,1-2,京都,鳥取
30074,19970511,１０,サテライトリーグ Ｃグループ,京都,5-0,Ｃ大阪,八日市Ｇ
30075,19970517,９,Ｊ１ １ｓｔ,京都,0-2,神戸,金沢
30082,19970716,１６,Ｊ１ １ｓｔ,Ｇ大阪,0-3,京都,万博
30084,19970730,１,Ｊ１ ２ｎｄ,京都,3-2,Ｇ大阪,鳥取
30089,19970823,７,Ｊ１ ２ｎｄ,京都,0-3,広島,西京極
30090,19970830,８,Ｊ１ ２ｎｄ,福岡,4-2,京都,博多球
30091,19970903,９,Ｊ１ ２ｎｄ,京都,1-1(PK6-7),Ｃ大阪,西京極
30092,19970906,１０,Ｊ１ ２ｎｄ,神戸,4-2,京都,神戸ユ
30101,19980322,１,サテライトリーグ Ｃグループ,京都,3-1,広島,東城陽Ｇ
30104,19980329,２,サテライトリーグ Ｃグループ,京都,2-1,神戸,東城陽Ｇ
30106,19980405,３,サテライトリーグ Ｃグループ,福岡,5-3,京都,雁の巣
30107,19980411,５,Ｊ１ １ｓｔ,京都,2-1,神戸,西京極
30108,19980412,４,サテライトリーグ Ｃグループ,京都,1-2,Ｃ大阪,東城陽Ｇ
30111,19980419,５,サテライトリーグ Ｃグループ,Ｇ大阪,8-0,京都,萩谷
30112,19980425,８,Ｊ１ １ｓｔ,Ｇ大阪,0-1,京都,万博
30113,19980426,６,サテライトリーグ Ｃグループ,神戸,2-1,京都,いぶき旧
30116,19980505,１１,Ｊ１ １ｓｔ,京都,1-2,Ｃ大阪,鴨池
30119,19980530,３,ＹＮＣ 予選Ｄグループ,神戸,3-1,京都,神戸ユ
30122,19980705,８,サテライトリーグ Ｃグループ,広島,2-2,京都,広域１
30123,19980712,９,サテライトリーグ Ｃグループ,京都,0-4,福岡,東城陽Ｇ
30124,19980725,１３,Ｊ１ １ｓｔ,京都,1-2,広島,西京極
30126,19980801,１５,Ｊ１ １ｓｔ,京都,1-0,福岡,西京極
30127,19980802,１０,サテライトリーグ Ｃグループ,Ｃ大阪,0-3,京都,瀬田Ｇ
30130,19980809,１１,サテライトリーグ Ｃグループ,京都,0-3,Ｇ大阪,東城陽Ｇ
30132,19980829,２,Ｊ１ ２ｎｄ,福岡,0-1,京都,博多球
30139,19981003,９,Ｊ１ ２ｎｄ,神戸,0-2,京都,神戸ユ
30142,19981021,１２,Ｊ１ ２ｎｄ,京都,1-3,Ｇ大阪,西京極
30145,19981103,１５,Ｊ１ ２ｎｄ,Ｃ大阪,1-2,京都,長居
30147,19981114,１７,Ｊ１ ２ｎｄ,広島,1-2,京都,広島ビ
30150,19990314,0,サテライトリーグ Ｃグループ,京都,5-2,Ｇ大阪,東城陽Ｇ
30152,19990321,0,サテライトリーグ Ｃグループ,京都,2-1,Ｃ大阪,東城陽Ｇ
30153,19990327,４,Ｊ１ １ｓｔ,京都,0-1,Ｃ大阪,西京極
30154,19990328,0,サテライトリーグ Ｃグループ,広島,0-1,京都,吉田
30158,19990411,0,サテライトリーグ Ｃグループ,京都,1-4,広島,東城陽Ｇ
30161,19990418,0,サテライトリーグ Ｃグループ,Ｃ大阪,0-2,京都,水口
30163,19990425,0,サテライトリーグ Ｃグループ,Ｇ大阪,3-2,京都,ガンバＧ
30164,19990428,９,Ｊ１ １ｓｔ,Ｇ大阪,1-2,京都,万博
30166,19990505,１１,Ｊ１ １ｓｔ,神戸,3-2,京都,神戸ユ
30167,19990508,１２,Ｊ１ １ｓｔ,京都,0-4,広島,鳥取
30168,19990509,0,サテライトリーグ Ｃグループ,京都,3-0,福岡,東城陽Ｇ
30171,19990529,１５,Ｊ１ １ｓｔ,福岡,2-0,京都,博多球
30172,19990606,0,サテライトリーグ Ｃグループ,福岡,0-3,京都,雁の巣
30174,19990613,0,サテライトリーグ Ｃグループ,京都,2-0,神戸,東城陽Ｇ
30176,19990718,0,サテライトリーグ Ｃグループ,神戸,1-4,京都,いぶき旧
30179,19990818,３,Ｊ１ ２ｎｄ,京都,1-0,Ｇ大阪,西京極
30181,19990828,５,Ｊ１ ２ｎｄ,京都,3-1,神戸,西京極
30182,19990904,６,Ｊ１ ２ｎｄ,広島,2-1,京都,広島ス
30185,19990918,９,Ｊ１ ２ｎｄ,京都,1-5,福岡,西京極
30191,19991127,１５,Ｊ１ ２ｎｄ,Ｃ大阪,2-3,京都,長居２
30193,20000318,２,Ｊ１ １ｓｔ,京都,1-3,Ｃ大阪,西京極
30194,20000319,0,サテライトリーグ Ｃグループ,京都,4-1,Ｃ大阪,東城陽Ｇ
30195,20000325,３,Ｊ１ １ｓｔ,京都,1-0,Ｇ大阪,西京極
30196,20000401,４,Ｊ１ １ｓｔ,広島,2-0,京都,広島ビ
30197,20000402,0,サテライトリーグ Ｃグループ,Ｃ大阪,0-2,京都,舞洲
30204,20000423,0,サテライトリーグ Ｃグループ,京都,0-2,広島,東城陽Ｇ
30206,20000503,１０,Ｊ１ １ｓｔ,京都,3-4,福岡,西京極
30208,20000513,１２,Ｊ１ １ｓｔ,京都,3-2,神戸,西京極
30209,20000514,0,サテライトリーグ Ｃグループ,広島,2-1,京都,吉田
30214,20000625,0,サテライトリーグ Ｃグループ,Ｇ大阪,2-2,京都,東城陽Ｇ
30215,20000701,２,Ｊ１ ２ｎｄ,Ｃ大阪,2-0,京都,長居
30216,20000702,0,サテライトリーグ Ｃグループ,神戸,1-2,京都,いぶき旧
30220,20000715,４,Ｊ１ ２ｎｄ,福岡,2-3,京都,博多球
30221,20000716,0,サテライトリーグ Ｃグループ,福岡,1-2,京都,雁の巣
30225,20000730,0,サテライトリーグ Ｃグループ,京都,4-0,神戸,東城陽Ｇ
30226,20000805,８,Ｊ１ ２ｎｄ,京都,3-1,広島,西京極
30227,20000812,９,Ｊ１ ２ｎｄ,Ｇ大阪,3-0,京都,万博
30228,20000813,0,サテライトリーグ Ｃグループ,京都,0-0,Ｇ大阪,東城陽Ｇ
30230,20000820,0,サテライトリーグ Ｃグループ,京都,5-0,福岡,東城陽Ｇ
30239,20001126,１５,Ｊ１ ２ｎｄ,神戸,2-1,京都,神戸ユ
30245,20010404,0,ＹＮＣ,京都,0-2,Ｇ大阪,西京極
30247,20010413,６,Ｊ２,京都,2-1,大分,西京極
30249,20010418,0,ＹＮＣ,Ｇ大阪,2-0,京都,万博
30255,20010513,１１,Ｊ２,鳥栖,1-3,京都,鳥栖
30258,20010526,１４,Ｊ２,大分,3-1,京都,大分ス
30262,20010629,１７,Ｊ２,京都,2-1,鳥栖,西京極
30271,20010728,２３,Ｊ２,鳥栖,1-0,京都,鳥栖
30275,20010818,２７,Ｊ２,京都,2-0,大分,西京極
30287,20011006,３６,Ｊ２,大分,0-1,京都,大分陸
30290,20011020,３９,Ｊ２,京都,2-1,鳥栖,西京極
30297,20020310,２,Ｊ１ １ｓｔ,京都,0-2,Ｇ大阪,西京極
30298,20020316,３,Ｊ１ １ｓｔ,広島,2-1,京都,広島ビ
30301,20020407,0,サテライトリーグ Ｃグループ,福岡,0-5,京都,乃木浜
30304,20020421,0,サテライトリーグ Ｃグループ,神戸,0-1,京都,いぶき旧
30305,20020427,１,ＹＮＣ 予選Ｃグループ,Ｇ大阪,2-2,京都,万博
30310,20020512,６,ＹＮＣ 予選Ｃグループ,京都,1-2,Ｇ大阪,西京極
30312,20020714,0,サテライトリーグ Ｃグループ,京都,1-0,福岡,東城陽Ｇ
30313,20020720,９,Ｊ１ １ｓｔ,神戸,1-2,京都,神戸ユ
30314,20020721,0,サテライトリーグ Ｃグループ,京都,4-1,広島,東城陽Ｇ
30320,20020811,0,サテライトリーグ Ｃグループ,京都,4-3,Ｃ大阪,東城陽Ｇ
30322,20020825,0,サテライトリーグ Ｃグループ,京都,3-0,神戸,東城陽Ｇ
30324,20020901,0,サテライトリーグ Ｃグループ,広島,2-1,京都,吉田
30326,20020908,0,サテライトリーグ Ｃグループ,Ｃ大阪,2-2,京都,南津守
30329,20020921,５,Ｊ１ ２ｎｄ,京都,2-1,神戸,西京極
30330,20020922,0,サテライトリーグ Ｃグループ,京都,1-5,Ｇ大阪,東城陽Ｇ
30331,20020929,６,Ｊ１ ２ｎｄ,京都,2-0,広島,鴨池
30334,20021013,0,サテライトリーグ Ｃグループ,Ｇ大阪,3-1,京都,高槻
30340,20021123,１４,Ｊ１ ２ｎｄ,Ｇ大阪,2-1,京都,万博
30343,20030308,１,ＹＮＣ 予選Ｄグループ,京都,3-2,大分,西京極
30344,20030323,１,Ｊ１ １ｓｔ,京都,1-2,Ｇ大阪,西京極
30345,20030406,２,Ｊ１ １ｓｔ,神戸,0-2,京都,神戸ウイ
30349,20030423,４,ＹＮＣ 予選Ｄグループ,大分,2-2,京都,大分ス
30355,20030518,0,サテライトリーグ Ｃグループ,Ｇ大阪,4-2,京都,ガンバＧ
30356,20030524,１０,Ｊ１ １ｓｔ,京都,2-4,Ｃ大阪,西京極
30357,20030525,0,サテライトリーグ Ｃグループ,広島,1-0,京都,吉田
30358,20030629,0,サテライトリーグ Ｃグループ,京都,0-3,神戸,東城陽Ｇ
30360,20030706,0,サテライトリーグ Ｃグループ,京都,1-2,福岡,東城陽Ｇ
30363,20030719,１３,Ｊ１ １ｓｔ,京都,0-2,大分,西京極
30364,20030720,0,サテライトリーグ Ｃグループ,京都,1-0,大分,東城陽Ｇ
30367,20030803,0,サテライトリーグ Ｃグループ,Ｃ大阪,2-1,京都,南津守
30368,20030810,0,サテライトリーグ Ｃグループ,大分,1-1,京都,大分スＡ
30371,20030824,0,サテライトリーグ Ｃグループ,京都,1-2,広島,東城陽Ｇ
30373,20030831,0,サテライトリーグ Ｃグループ,神戸,2-3,京都,いぶき旧
30375,20030907,0,サテライトリーグ Ｃグループ,福岡,4-0,京都,宗像ＧＡ
30376,20030913,５,Ｊ１ ２ｎｄ,Ｃ大阪,2-3,京都,長居
30377,20030914,0,サテライトリーグ Ｃグループ,京都,2-0,Ｃ大阪,東城陽Ｇ
30379,20030921,0,サテライトリーグ Ｃグループ,京都,3-1,Ｇ大阪,東城陽Ｇ
30384,20031025,１１,Ｊ１ ２ｎｄ,大分,1-0,京都,熊本
30387,20031122,１４,Ｊ１ ２ｎｄ,京都,0-2,神戸,西京極
30388,20031129,１５,Ｊ１ ２ｎｄ,Ｇ大阪,5-1,京都,万博
30396,20040417,６,Ｊ２,京都,1-4,福岡,鴨池
30400,20040505,１０,Ｊ２,京都,0-0,鳥栖,西京極
30402,20040515,１２,Ｊ２,福岡,0-0,京都,博多球
30412,20040623,１９,Ｊ２,鳥栖,0-2,京都,鳥栖
30418,20040724,２３,Ｊ２,京都,2-1,福岡,西京極
30422,20040811,２７,Ｊ２,京都,3-1,鳥栖,西京極
30432,20040926,３６,Ｊ２,福岡,1-3,京都,本城
30438,20041120,４２,Ｊ２,鳥栖,0-2,京都,鳥栖
30447,20050402,５,Ｊ２,鳥栖,2-3,京都,鳥栖
30453,20050430,９,Ｊ２,福岡,0-0,京都,博多球
30454,20050503,１０,Ｊ２,京都,1-0,徳島,西京極
30456,20050514,１２,Ｊ２,京都,0-3,鳥栖,西京極
30461,20050611,１６,Ｊ２,京都,3-2,福岡,西京極
30463,20050618,１７,Ｊ２,徳島,1-2,京都,鳴門
30470,20050802,２４,Ｊ２,鳥栖,3-2,京都,鳥栖
30472,20050813,２６,Ｊ２,京都,2-0,徳島,西京極
30473,20050820,２７,Ｊ２,福岡,2-1,京都,博多球
30484,20051005,３５,Ｊ２,京都,0-1,鳥栖,西京極
30485,20051015,３６,Ｊ２,徳島,1-5,京都,鳴門
30487,20051029,３８,Ｊ２,京都,3-0,福岡,西京極
30498,20060321,４,Ｊ１,京都,2-2,広島,西京極
30501,20060402,６,Ｊ１,京都,2-1,福岡,西京極
30503,20060409,0,サテライトリーグ Ｅグループ,京都,3-2,神戸,東城陽Ｇ
30504,20060412,0,ＹＮＣ 予選Ｂグループ,大分,2-1,京都,九石ド
30507,20060423,0,サテライトリーグ Ｅグループ,神戸,0-5,京都,三木陸
30509,20060429,１０,Ｊ１,Ｃ大阪,2-2,京都,長居
30511,20060506,１２,Ｊ１,大分,2-1,京都,九石ド
30512,20060507,0,サテライトリーグ Ｅグループ,鳥栖,1-6,京都,佐賀
30515,20060521,0,ＹＮＣ 予選Ｂグループ,京都,1-2,大分,岡山
30520,20060812,１７,Ｊ１,京都,1-4,Ｇ大阪,西京極
30521,20060819,１８,Ｊ１,福岡,4-5,京都,博多球
30522,20060823,１９,Ｊ１,京都,4-4,Ｃ大阪,西京極
30525,20060903,0,サテライトリーグ Ｅグループ,Ｃ大阪,1-1,京都,南津守
30528,20060917,0,サテライトリーグ Ｅグループ,京都,3-1,鳥栖,東城陽Ｇ
30531,20061001,0,サテライトリーグ Ｅグループ,京都,0-0,Ｃ大阪,東城陽Ｇ
30533,20061008,0,サテライトリーグ Ｅグループ,京都,3-1,福岡,皇子山
30535,20061021,２８,Ｊ１,京都,1-1,大分,西京極
30536,20061022,0,サテライトリーグ Ｅグループ,福岡,1-1,京都,雁の巣
30539,20061118,３１,Ｊ１,広島,1-0,京都,広島ビ
30541,20061126,３３,Ｊ１,Ｇ大阪,3-2,京都,万博
30546,20070321,４,Ｊ２,京都,1-1,徳島,西京極
30547,20070325,５,Ｊ２,Ｃ大阪,3-2,京都,長居２
30548,20070326,0,サテライトリーグ Ｅグループ,Ｇ大阪,0-2,京都,ガンバＧ
30549,20070401,６,Ｊ２,京都,2-1,福岡,西京極
30553,20070421,１０,Ｊ２,愛媛,3-0,京都,愛媛陸
30554,20070425,１１,Ｊ２,京都,1-1,鳥栖,西京極
30557,20070513,１５,Ｊ２,福岡,2-4,京都,博多球
30559,20070523,１７,Ｊ２,京都,2-1,愛媛,西京極
30560,20070527,0,サテライトリーグ Ｅグループ,京都,2-2,Ｇ大阪,東城陽Ｇ
30563,20070613,２１,Ｊ２,鳥栖,2-0,京都,鳥栖
30565,20070617,0,サテライトリーグ Ｅグループ,神戸,2-1,京都,三木陸
30568,20070701,２５,Ｊ２,徳島,0-4,京都,鳴門大塚
30569,20070707,２６,Ｊ２,京都,1-1,Ｃ大阪,西京極
30571,20070714,２８,Ｊ２,京都,1-0,鳥栖,西京極
30572,20070715,0,サテライトリーグ Ｅグループ,Ｃ大阪,1-1,京都,南津守
30575,20070805,３２,Ｊ２,Ｃ大阪,2-1,京都,福井
30580,20070826,３６,Ｊ２,京都,4-3,福岡,西京極
30582,20070902,３８,Ｊ２,京都,1-1,徳島,西京極
30583,20070909,３９,Ｊ２,愛媛,0-1,京都,愛媛陸
30588,20070930,0,サテライトリーグ Ｅグループ,京都,0-2,神戸,東城陽Ｇ
30589,20071010,４４,Ｊ２,福岡,1-1,京都,博多球
30590,20071014,４５,Ｊ２,京都,2-2,Ｃ大阪,西京極
30591,20071015,0,サテライトリーグ Ｅグループ,京都,2-0,Ｃ大阪,東城陽Ｇ
30592,20071021,４６,Ｊ２,徳島,0-2,京都,鳴門大塚
30593,20071024,４７,Ｊ２,京都,3-1,愛媛,西京極
30594,20071028,４８,Ｊ２,鳥栖,3-0,京都,佐賀
30599,20071205,0,Ｊ１・Ｊ２入替,京都,2-1,広島,西京極
30600,20071208,0,Ｊ１・Ｊ２入替,広島,0-0,京都,広島ビ
30602,20080309,0,サテライトリーグ Ｅグループ,京都,1-1,神戸,東城陽Ｇ
30609,20080413,６,Ｊ１,京都,2-1,神戸,西京極
30610,20080414,0,サテライトリーグ Ｅグループ,京都,0-1,Ｇ大阪,東城陽Ｇ
30613,20080420,0,サテライトリーグ Ｅグループ,神戸,2-2,京都,三木陸
30617,20080504,0,サテライトリーグ Ｅグループ,京都,1-1,Ｃ大阪,東城陽Ｇ
30620,20080525,４,ＹＮＣ 予選Ａグループ,京都,0-1,神戸,西京極
30622,20080601,0,サテライトリーグ Ｅグループ,Ｃ大阪,4-1,京都,南津守
30623,20080608,６,ＹＮＣ 予選Ａグループ,神戸,1-1,京都,ホムスタ
30624,20080625,１１,Ｊ１,Ｇ大阪,1-0,京都,万博
30626,20080706,１５,Ｊ１,京都,1-1,大分,西京極
30627,20080707,0,サテライトリーグ Ｅグループ,Ｇ大阪,0-3,京都,ガンバＧ
30635,20080828,２３,Ｊ１,大分,1-0,京都,九石ド
30637,20080914,0,サテライトリーグ Ｅグループ,徳島,1-1,京都,板野
30638,20080921,２５,Ｊ１,京都,1-2,Ｇ大阪,西京極
30641,20081004,２８,Ｊ１,神戸,4-1,京都,ホムスタ
30643,20081019,0,サテライトリーグ Ｅグループ,京都,2-1,徳島,亀岡
30649,20090308,１,Ｊ１,京都,1-0,神戸,西京極
30650,20090314,２,Ｊ１,大分,1-0,京都,九石ド
30651,20090322,３,Ｊ１,京都,2-1,Ｇ大阪,西京極
30663,20090520,３,ＹＮＣ 予選Ｂグループ,京都,0-1,神戸,西京極
30668,20090614,0,サテライトリーグ Ｅグループ,京都,2-1,神戸,東城陽Ｇ
30670,20090627,１５,Ｊ１,京都,2-0,広島,西京極
30671,20090628,0,サテライトリーグ Ｅグループ,徳島,2-0,京都,板野
30675,20090720,0,サテライトリーグ Ｅグループ,Ｇ大阪,0-1,京都,ガンバＧ
30686,20090927,0,サテライトリーグ Ｅグループ,京都,1-6,Ｇ大阪,東城陽Ｇ
30687,20091003,２８,Ｊ１,神戸,1-1,京都,ホムスタ
30688,20091004,0,サテライトリーグ Ｅグループ,神戸,1-3,京都,いぶき
30690,20091024,３０,Ｊ１,京都,1-1,大分,西京極
30691,20091108,３１,Ｊ１,Ｇ大阪,4-1,京都,万博
30692,20091109,0,サテライトリーグ Ｅグループ,京都,0-1,徳島,東城陽Ｇ
30696,20091205,３４,Ｊ１,広島,4-1,京都,広島ビ
30697,20100307,１,Ｊ１,神戸,2-0,京都,ホームズ
30702,20100403,５,Ｊ１,Ｃ大阪,3-1,京都,長居
30710,20100522,３,ＹＮＣ 予選Ａグループ,京都,2-1,Ｃ大阪,西京極
30714,20100714,１１,Ｊ１,Ｇ大阪,1-1,京都,万博
30718,20100801,１６,Ｊ１,広島,3-0,京都,広島ビ
30720,20100815,１８,Ｊ１,京都,0-1,Ｃ大阪,西京極
30724,20100911,２２,Ｊ１,京都,3-0,神戸,西京極
30727,20101002,２５,Ｊ１,京都,0-3,広島,西京極
30729,20101024,２７,Ｊ１,京都,1-2,Ｇ大阪,西京極
30738,20110424,８,Ｊ２,京都,2-1,岡山,西京極
30740,20110504,１０,Ｊ２,京都,0-0,鳥栖,西京極
30741,20110508,１１,Ｊ２,徳島,2-1,京都,鳴門大塚
30743,20110522,１３,Ｊ２,北九州,1-0,京都,本城
30745,20110605,１５,Ｊ２,鳥取,2-1,京都,とりスタ
30746,20110612,１６,Ｊ２,京都,2-0,大分,西京極
30749,20110629,２,Ｊ２,京都,0-1,熊本,西京極
30752,20110718,２１,Ｊ２,愛媛,0-2,京都,ニンスタ
30753,20110724,２２,Ｊ２,鳥栖,2-1,京都,ベアスタ
30754,20110731,２３,Ｊ２,京都,1-0,鳥取,西京極
30756,20110814,２４,Ｊ２,京都,1-0,北九州,西京極
30759,20110901,４,Ｊ２,京都,0-0,愛媛,西京極
30765,20111016,３１,Ｊ２,京都,1-2,徳島,西京極
30767,20111023,３２,Ｊ２,大分,1-3,京都,大銀ド
30770,20111106,３４,Ｊ２,熊本,1-2,京都,水前寺
30772,20111120,３６,Ｊ２,岡山,2-1,京都,カンスタ
30777,20120317,３,Ｊ２,京都,2-0,熊本,西京極
30778,20120320,４,Ｊ２,鳥取,2-1,京都,とりスタ
30780,20120401,６,Ｊ２,京都,3-2,福岡,鴨池
30784,20120427,１０,Ｊ２,京都,1-2,大分,西京極
30788,20120513,１４,Ｊ２,京都,2-1,徳島,西京極
30789,20120520,１５,Ｊ２,岡山,1-2,京都,カンスタ
30790,20120526,１６,Ｊ２,京都,1-0,北九州,西京極
30793,20120613,１９,Ｊ２,愛媛,2-1,京都,ニンスタ
30796,20120701,２２,Ｊ２,京都,1-1,岡山,西京極
30798,20120715,２４,Ｊ２,熊本,0-1,京都,熊本
30799,20120722,２５,Ｊ２,京都,2-1,愛媛,西京極
30801,20120805,２７,Ｊ２,京都,3-1,鳥取,西京極
30807,20120914,３３,Ｊ２,大分,2-0,京都,大銀ド
30813,20121025,３６,Ｊ２,徳島,2-4,京都,鳴門大塚
30814,20121028,４０,Ｊ２,北九州,2-0,京都,本城
30815,20121104,４１,Ｊ２,福岡,0-2,京都,レベスタ
30817,20121118,0,Ｊ１昇格ＰＯ,京都,0-4,大分,西京極
30818,20130303,１,Ｊ２,Ｇ大阪,3-3,京都,万博
30820,20130317,３,Ｊ２,福岡,1-2,京都,レベスタ
30821,20130320,４,Ｊ２,京都,4-1,神戸,西京極
30823,20130331,６,Ｊ２,京都,1-2,徳島,西京極
30826,20130417,９,Ｊ２,岡山,1-1,京都,カンスタ
30827,20130421,１０,Ｊ２,京都,3-0,鳥取,西京極
30832,20130519,１５,Ｊ２,長崎,0-1,京都,長崎市
30834,20130603,１７,Ｊ２,京都,1-2,北九州,西京極
30835,20130609,１８,Ｊ２,熊本,1-3,京都,うまスタ
30836,20130615,１９,Ｊ２,京都,4-1,愛媛,西京極
30842,20130720,２５,Ｊ２,北九州,1-1,京都,本城
30843,20130727,２６,Ｊ２,京都,2-1,福岡,西京極
30845,20130811,２８,Ｊ２,愛媛,2-0,京都,ニンスタ
30847,20130821,３０,Ｊ２,京都,2-4,岡山,西京極
30848,20130825,３１,Ｊ２,徳島,1-1,京都,鳴門大塚
30849,20130901,３２,Ｊ２,京都,2-0,熊本,西京極
30852,20130929,３５,Ｊ２,京都,2-0,長崎,西京極
30853,20131006,３６,Ｊ２,鳥取,0-1,京都,とりスタ
30856,20131103,３９,Ｊ２,神戸,0-0,京都,ノエスタ
30857,20131110,４０,Ｊ２,京都,0-2,Ｇ大阪,西京極
30860,20131201,0,Ｊ１昇格ＰＯ,京都,0-0,長崎,西京極
30861,20131208,0,Ｊ１昇格ＰＯ,京都,0-2,徳島,国立
30862,20140302,１,Ｊ２,北九州,1-3,京都,本城
30863,20140309,２,Ｊ２,福岡,1-0,京都,レベスタ
30867,20140405,６,Ｊ２,大分,0-3,京都,大銀ド
30870,20140426,９,Ｊ２,京都,0-0,愛媛,西京極
30872,20140503,１１,Ｊ２,京都,4-1,讃岐,西京極
30874,20140511,１３,Ｊ２,京都,2-0,長崎,鴨池
30880,20140621,１９,Ｊ２,熊本,1-4,京都,うまスタ
30881,20140628,２０,Ｊ２,京都,1-1,岡山,西京極
30883,20140720,２２,Ｊ２,愛媛,0-0,京都,ニンスタ
30884,20140726,２３,Ｊ２,京都,3-1,福岡,西京極
30888,20140817,２７,Ｊ２,京都,2-2,大分,西京極
