,節,開催日,相手,スコア,HomeAway,会場,天候,自チーム,年度,team_id,指揮官,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率,A_ゴール期待値,H_ゴール期待値
399,12,0610,沼津,1-4,H,金鳥スタ,晴,セレッソ大阪U-23,2017,c-23,,6,1,0,559,18,12,4,5,32,8,20,26,1,3,0,0,46,10,124,4.8%,60.9%,(16.7%),(79.2%),(16.7%),(81.3%),(25.0%),(70.0%),20,6,0,301,10,10,4,3,24,9,23,31,3,3,0,0,37,11,128,15.6%,39.1%,(15.0%),(63.5%),(40.0%),(54.2%),(33.3%),(78.3%),,
400,13,0618,長野,1-1,A,長野Ｕ,曇,セレッソ大阪U-23,2017,c-23,,20,4,0,616,27,14,2,6,29,13,18,17,2,3,0,0,56,23,144,13.9%,58.9%,(5.0%),(79.7%),(33.3%),(96.6%),(53.8%),(66.7%),9,2,0,341,10,7,3,2,27,6,18,38,2,2,1,0,29,5,133,6.8%,41.1%,(11.1%),(67.7%),(20.0%),(63.0%),(50.0%),(77.8%),,
401,14,0625,藤枝,0-1,A,エコパ,雨,セレッソ大阪U-23,2017,c-23,,17,8,0,555,33,17,2,8,25,11,26,23,1,2,1,0,36,15,142,12.0%,58.4%,(5.9%),(76.6%),(30.3%),(88.0%),(81.8%),(73.1%),8,1,0,319,17,12,2,7,32,7,25,34,2,2,2,0,28,9,137,5.8%,41.6%,(0.0%),(61.8%),(23.5%),(81.3%),(28.6%),(72.0%),,
402,15,0701,相模原,2-2,H,金鳥スタ,晴,セレッソ大阪U-23,2017,c-23,,18,7,0,432,25,13,0,10,25,12,10,24,2,0,1,0,46,13,120,15.0%,50.3%,(11.1%),(76.2%),(12.0%),(88.0%),(58.3%),(90.0%),10,4,0,461,16,5,1,3,31,2,17,31,2,0,1,0,24,14,120,8.3%,49.7%,(20.0%),(76.4%),(43.8%),(67.7%),(100.0%),(82.4%),,
403,17,0716,福島,2-3,A,あいづ,曇のち雨,セレッソ大阪U-23,2017,c-23,,8,4,0,411,6,10,2,1,28,9,17,35,2,4,0,0,29,7,132,6.1%,44.8%,(37.5%),(70.1%),(16.7%),(89.3%),(55.6%),(64.7%),15,6,0,563,16,10,4,8,33,14,13,14,5,2,1,0,29,16,145,10.3%,55.2%,(13.3%),(75.1%),(25.0%),(75.8%),(50.0%),(84.6%),,
404,18,0723,鹿児島,1-3,H,ヤンマー,曇,セレッソ大阪U-23,2017,c-23,,8,1,0,376,6,7,1,2,19,6,11,16,3,2,3,0,26,7,112,7.1%,40.9%,(12.5%),(77.1%),(33.3%),(78.9%),(16.7%),(54.5%),18,6,1,563,14,16,2,6,20,7,22,10,2,1,0,0,30,15,122,14.8%,59.1%,(16.7%),(82.4%),(21.4%),(95.0%),(71.4%),(68.2%),,
405,19,0820,相模原,3-1,A,ギオンス,曇,セレッソ大阪U-23,2017,c-23,,16,3,0,574,36,13,1,9,38,19,19,15,3,1,0,0,53,18,139,11.5%,61.8%,(6.3%),(75.6%),(19.4%),(86.8%),(63.2%),(73.7%),15,6,0,301,8,8,1,3,21,4,12,45,3,1,1,0,22,12,116,12.9%,38.2%,(20.0%),(68.1%),(50.0%),(61.9%),(75.0%),(91.7%),,
406,20,0827,長野,0-0,H,ヤンマー,晴,セレッソ大阪U-23,2017,c-23,,6,1,0,381,8,5,3,3,33,9,17,42,1,0,0,0,29,6,133,4.5%,45.1%,(0.0%),(66.7%),(25.0%),(69.7%),(33.3%),(70.6%),20,6,0,624,25,6,0,5,38,9,23,19,7,3,0,0,52,19,141,14.2%,54.9%,(0.0%),(77.1%),(32.0%),(71.1%),(55.6%),(87.0%),,
407,22,0909,富山,0-0,A,富山,晴,セレッソ大阪U-23,2017,c-23,,19,3,0,380,18,8,1,9,26,4,12,19,2,2,2,0,37,14,126,15.1%,45.8%,(0.0%),(68.2%),(33.3%),(69.2%),(75.0%),(75.0%),7,0,0,441,15,11,3,3,30,8,10,29,0,1,0,0,32,12,127,5.5%,54.2%,(0.0%),(71.0%),(6.7%),(93.3%),(25.0%),(80.0%),,
408,24,0924,福島,2-1,H,金鳥スタ,晴,セレッソ大阪U-23,2017,c-23,,12,6,0,499,11,9,0,5,24,12,18,28,0,2,0,0,40,13,122,9.8%,52.1%,(16.7%),(78.6%),(27.3%),(83.3%),(66.7%),(72.2%),11,3,0,531,23,14,2,6,30,18,17,17,1,0,2,0,60,10,140,7.9%,47.9%,(0.0%),(74.6%),(17.4%),(76.7%),(50.0%),(82.4%),,
409,25,0930,琉球,0-1,A,沖縄県陸,晴,セレッソ大阪U-23,2017,c-23,,21,6,0,404,13,13,2,9,29,25,19,26,2,1,2,1,38,16,145,14.5%,47.3%,(4.8%),(75.2%),(0.0%),(72.4%),(56.0%),(78.9%),9,4,0,466,10,14,1,4,22,9,20,16,0,1,4,0,30,6,127,7.1%,52.7%,(0.0%),(73.8%),(10.0%),(86.4%),(55.6%),(90.0%),,
410,26,1007,Ｇ大23,3-2,H,ヤンマー,曇のち晴,セレッソ大阪U-23,2017,c-23,,8,6,0,262,6,13,0,2,17,5,20,42,1,1,1,0,18,8,117,6.8%,33.5%,(37.5%),(59.2%),(16.7%),(82.4%),(60.0%),(80.0%),28,6,0,686,36,10,1,13,37,21,13,12,2,0,1,0,66,24,145,19.3%,66.5%,(7.1%),(80.2%),(30.6%),(100.0%),(66.7%),(69.2%),,
411,23,1011,北九州,2-2,H,ヤンマー,晴,セレッソ大阪U-23,2017,c-23,,14,7,0,456,12,14,2,6,29,12,11,27,5,1,0,0,39,12,129,10.9%,53.2%,(14.3%),(77.0%),(16.7%),(89.7%),(50.0%),(63.6%),11,3,1,364,15,6,1,8,26,7,25,31,1,2,1,0,28,9,117,9.4%,46.8%,(18.2%),(69.8%),(26.7%),(84.6%),(57.1%),(76.0%),,
412,27,1014,栃木,0-1,A,栃木グ,曇,セレッソ大阪U-23,2017,c-23,,13,4,0,352,14,6,0,8,47,13,28,51,2,1,3,0,35,19,144,9.0%,47.9%,(7.7%),(64.8%),(21.4%),(68.1%),(53.8%),(71.4%),5,0,0,408,10,13,1,4,41,7,23,31,0,0,0,0,28,2,150,3.3%,52.1%,(0.0%),(65.7%),(0.0%),(75.6%),(14.3%),(78.3%),,
413,28,1022,YS横浜,2-2,H,金鳥スタ,雨,セレッソ大阪U-23,2017,c-23,,11,3,0,305,10,18,0,6,35,5,18,45,2,5,0,0,18,9,163,6.7%,48%,(18.2%),(31.8%),(10.0%),(74.3%),(60.0%),(72.2%),12,7,0,290,17,11,5,10,42,13,18,48,4,0,3,0,24,10,175,6.9%,52%,(16.7%),(31.4%),(11.8%),(71.4%),(23.1%),(94.4%),,
414,29,1029,沼津,0-1,A,愛鷹,雨時々霧一時雷雨,セレッソ大阪U-23,2017,c-23,,14,5,0,351,22,7,0,10,60,13,14,26,1,2,0,0,36,16,176,8.0%,51.5%,(7.1%),(47.3%),(18.2%),(78.3%),(53.8%),(78.6%),12,2,0,290,12,6,2,2,35,7,9,54,4,0,3,0,20,8,151,7.9%,48.5%,(0.0%),(49.0%),(16.7%),(65.7%),(57.1%),(88.9%),,
415,30,1105,鳥取,2-0,H,高知陸,晴,セレッソ大阪U-23,2017,c-23,,12,5,0,315,12,11,2,5,30,10,15,26,5,3,0,0,40,13,141,8.5%,42.2%,(16.7%),(65.7%),(16.7%),(80.0%),(20.0%),(73.3%),15,5,0,562,25,14,3,7,29,16,18,23,3,2,2,0,43,19,141,10.6%,57.8%,(0.0%),(76.2%),(8.0%),(93.1%),(62.5%),(66.7%),,
416,31,1112,秋田,3-0,A,Ａ‐スタ,晴,セレッソ大阪U-23,2017,c-23,,15,1,0,459,19,9,2,2,40,20,29,19,9,2,1,0,37,15,148,10.1%,51.6%,(0.0%),(63.0%),(26.3%),(85.0%),(55.0%),(65.5%),10,7,0,426,11,12,2,2,32,18,18,32,4,2,0,0,33,10,143,7.0%,48.4%,(30.0%),(65.0%),(9.1%),(62.5%),(44.4%),(94.4%),,
417,32,1119,藤枝,0-0,H,ヤンマー,晴,セレッソ大阪U-23,2017,c-23,,9,5,0,293,7,11,3,2,17,4,12,31,6,4,1,0,27,13,137,6.6%,36.9%,(0.0%),(59.0%),(28.6%),(64.7%),(25.0%),(91.7%),22,2,0,603,31,10,4,9,30,11,12,13,1,2,0,0,75,22,143,15.4%,63.1%,(0.0%),(75.8%),(29.0%),(83.3%),(72.7%),(83.3%),,
418,33,1126,盛岡,3-2,A,いわスタ,雨,セレッソ大阪U-23,2017,c-23,,21,9,1,568,17,10,3,9,33,11,22,29,0,1,0,0,46,27,150,14.0%,57.2%,(9.5%),(75.0%),(17.6%),(97.0%),(27.3%),(90.9%),10,4,0,341,18,12,1,7,28,12,18,32,7,3,1,0,33,20,133,7.5%,42.8%,(30.0%),(62.2%),(22.2%),(71.4%),(33.3%),(83.3%),,
419,34,1203,Ｆ東23,1-2,A,駒沢,晴,セレッソ大阪U-23,2017,c-23,,12,3,0,614,18,12,2,2,29,9,21,21,2,2,2,0,43,14,135,8.9%,57.7%,(16.7%),(80.6%),(38.9%),(89.7%),(44.4%),(71.4%),11,3,0,379,14,11,4,4,24,6,21,16,2,2,1,0,38,9,133,8.3%,42.3%,(9.1%),(68.1%),(7.1%),(87.5%),(33.3%),(85.7%),,
420,1,0310,秋田,0-1,H,ヤンマー,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,8,3,0,430,7,9,3,4,32,9,12,30,0,0,2,0,41,9,126,6.3%,52.9%,(0.0%),(67.2%),(14.3%),(78.1%),(44.4%),(75.0%),18,5,0,362,25,12,1,10,19,9,23,30,2,3,2,0,35,26,127,14.2%,47.1%,(5.6%),(61.9%),(28.0%),(68.4%),(66.7%),(73.9%),,
421,3,0321,富山,2-1,A,富山,雨,セレッソ大阪U-23,2018,c-23,大熊　裕司,14,3,0,420,11,13,2,6,43,17,26,21,5,3,1,0,40,13,167,8.4%,50.9%,(7.1%),(64.5%),(18.2%),(65.1%),(35.3%),(65.4%),15,8,0,371,9,14,3,3,31,17,33,34,5,2,1,0,34,11,157,9.6%,49.1%,(13.3%),(62.0%),(33.3%),(67.7%),(64.7%),(87.9%),,
422,4,0325,相模原,2-1,H,金鳥スタ,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,15,4,0,354,13,15,7,7,21,7,31,25,0,0,2,0,34,10,133,11.3%,52.2%,(13.3%),(65.8%),(7.7%),(85.7%),(57.1%),(67.7%),12,3,1,354,16,18,0,5,28,14,20,18,3,7,1,0,27,11,134,9.0%,47.8%,(8.3%),(59.3%),(18.8%),(75.0%),(35.7%),(90.0%),,
423,5,0401,Ｆ東23,2-0,H,金鳥スタ,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,10,5,1,357,8,10,3,5,31,7,21,26,0,1,2,0,36,13,143,7.0%,46.8%,(20.0%),(58.5%),(12.5%),(74.2%),(57.1%),(61.9%),7,2,0,455,17,7,1,6,27,15,22,11,2,3,1,0,32,11,141,5.0%,53.2%,(0.0%),(64.6%),(5.9%),(81.5%),(13.3%),(86.4%),,
424,6,0407,琉球,1-1,A,沖縄県陸,曇,セレッソ大阪U-23,2018,c-23,大熊　裕司,15,5,0,498,10,12,9,2,25,12,29,14,1,6,0,0,38,11,167,9.0%,47.9%,(6.7%),(63.9%),(10.0%),(80.0%),(58.3%),(72.4%),9,3,0,479,15,18,6,6,30,16,13,20,5,9,0,0,35,17,171,5.3%,52.1%,(11.1%),(66.6%),(13.3%),(73.3%),(43.8%),(84.6%),,
425,7,0415,福島,1-1,H,金鳥スタ,曇一時晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,11,5,0,364,13,14,0,5,25,19,18,34,1,3,1,1,32,10,134,8.2%,46.6%,(9.1%),(73.4%),(15.4%),(88.0%),(36.8%),(72.2%),16,5,1,582,21,18,3,5,27,13,25,25,1,0,3,0,32,13,136,11.8%,53.4%,(6.3%),(77.0%),(23.8%),(92.6%),(46.2%),(80.0%),,
426,8,0428,長野,2-1,A,長野Ｕ,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,14,5,0,504,21,9,2,7,34,16,11,9,1,3,0,0,48,21,162,8.6%,54.7%,(7.1%),(66.5%),(23.8%),(82.4%),(37.5%),(54.5%),5,2,0,299,10,12,3,2,20,8,26,35,0,2,1,0,31,8,146,3.4%,45.3%,(40.0%),(56.2%),(10.0%),(45.0%),(62.5%),(73.1%),,
427,9,0503,鳥取,4-1,A,とりスタ,曇のち晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,9,4,0,495,14,6,3,3,30,7,29,30,2,1,2,0,39,11,136,6.6%,54.8%,(11.1%),(71.5%),(14.3%),(96.7%),(57.1%),(69.0%),18,6,0,340,11,13,2,9,31,14,16,21,4,3,2,0,48,17,150,12.0%,45.2%,(22.2%),(65.3%),(9.1%),(80.6%),(35.7%),(81.3%),,
428,10,0506,北九州,1-1,H,金鳥スタ,曇,セレッソ大阪U-23,2018,c-23,大熊　裕司,11,6,0,317,9,13,2,4,19,4,25,38,3,2,1,0,33,5,130,8.5%,47.1%,(9.1%),(66.6%),(33.3%),(68.4%),(75.0%),(80.0%),18,4,0,393,28,16,2,4,28,20,16,25,3,2,0,0,45,12,138,13.0%,52.9%,(5.6%),(66.7%),(7.1%),(78.6%),(50.0%),(93.8%),,
429,11,0519,YS横浜,1-1,A,ニッパツ,曇のち晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,15,3,0,530,15,8,0,4,23,10,20,25,3,4,1,0,41,12,140,10.7%,57.7%,(6.7%),(74.0%),(13.3%),(95.7%),(40.0%),(70.0%),22,8,0,353,13,12,4,5,32,9,17,22,1,0,1,0,42,16,143,15.4%,42.3%,(4.5%),(67.1%),(46.2%),(65.6%),(44.4%),(76.5%),,
430,12,0602,Ｇ大23,1-1,H,ヤンマー,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,21,4,0,375,16,15,3,3,26,16,11,27,1,1,1,0,45,22,130,16.2%,43.8%,(4.8%),(75.2%),(25.0%),(80.8%),(56.3%),(72.7%),12,1,0,518,13,12,2,4,25,8,25,16,1,3,1,0,36,12,131,9.2%,56.2%,(8.3%),(76.8%),(15.4%),(92.0%),(50.0%),(80.0%),,
431,13,0609,群馬,0-1,A,正田スタ,曇のち雨,セレッソ大阪U-23,2018,c-23,大熊　裕司,9,2,0,405,15,10,0,4,18,7,19,24,4,2,3,0,32,11,132,6.8%,50.9%,(11.1%),(66.4%),(20.0%),(83.3%),(57.1%),(84.2%),19,6,0,403,13,16,2,4,24,8,16,24,5,0,2,0,43,11,139,13.7%,49.1%,(0.0%),(69.7%),(30.8%),(75.0%),(50.0%),(68.8%),,
432,14,0616,鹿児島,1-2,A,白波スタ,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,19,5,0,380,20,11,1,7,24,18,19,17,2,2,1,0,38,18,117,16.2%,52.3%,(10.5%),(75.8%),(30.0%),(79.2%),(44.4%),(94.7%),10,5,0,367,8,11,2,7,17,5,20,21,0,1,3,0,24,10,108,9.3%,47.7%,(10.0%),(77.4%),(12.5%),(88.2%),(20.0%),(85.0%),,
433,15,0623,藤枝,1-2,H,金鳥スタ,曇,セレッソ大阪U-23,2018,c-23,大熊　裕司,12,5,0,486,10,11,4,2,37,5,25,20,4,1,0,0,30,9,157,7.6%,52.9%,(8.3%),(67.7%),(10.0%),(81.1%),(80.0%),(84.0%),14,4,0,428,19,8,1,5,39,11,19,19,2,4,1,0,48,16,160,8.8%,47.1%,(14.3%),(61.0%),(10.5%),(89.7%),(18.2%),(68.4%),,
434,16,0701,沼津,1-1,A,愛鷹,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,16,3,0,452,20,8,0,12,21,10,19,16,1,1,0,0,47,25,123,13.0%,56.1%,(6.3%),(72.6%),(35.0%),(100.0%),(60.0%),(78.9%),13,5,0,300,13,9,2,7,32,8,15,28,1,0,2,0,30,12,120,10.8%,43.9%,(7.7%),(64.3%),(7.7%),(68.8%),(12.5%),(93.3%),,
435,17,0707,盛岡,1-2,H,金鳥スタ,曇,セレッソ大阪U-23,2018,c-23,大熊　裕司,10,4,0,457,25,14,4,9,42,9,14,14,1,5,0,0,32,16,148,6.8%,55%,(10.0%),(68.5%),(16.0%),(78.6%),(33.3%),(64.3%),5,2,1,314,14,10,5,5,31,8,20,31,0,4,1,0,30,11,139,3.6%,45%,(40.0%),(53.5%),(7.1%),(71.0%),(25.0%),(80.0%),,
436,18,0715,Ｆ東23,3-1,A,味フィ西,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,11,3,0,482,16,15,2,6,32,16,20,17,1,1,3,0,42,14,128,8.6%,57.3%,(9.1%),(79.0%),(25.0%),(93.8%),(43.8%),(65.0%),10,3,0,287,4,15,1,2,28,10,13,30,0,1,1,0,25,10,118,8.5%,42.7%,(30.0%),(66.6%),(0.0%),(78.6%),(50.0%),(84.6%),,
437,19,0721,鳥取,0-4,H,ヤンマー,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,12,4,0,410,15,11,4,6,25,9,5,24,1,3,0,0,35,13,126,9.5%,52.1%,(0.0%),(73.7%),(13.3%),(96.0%),(66.7%),(100.0%),15,6,0,385,13,6,3,5,32,11,23,25,4,3,2,0,38,12,127,11.8%,47.9%,(26.7%),(69.6%),(23.1%),(87.5%),(45.5%),(73.9%),,
438,20,0826,鹿児島,1-2,H,ヤンマー,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,15,3,0,447,15,17,4,2,24,8,15,22,0,4,1,0,35,8,112,13.4%,50.3%,(6.7%),(79.0%),(20.0%),(62.5%),(50.0%),(73.3%),14,3,0,490,18,8,4,4,24,11,16,13,0,4,0,0,35,11,116,12.1%,49.7%,(14.3%),(76.3%),(22.2%),(83.3%),(63.6%),(81.3%),,
439,21,0902,福島,0-1,A,とうスタ,曇のち雨,セレッソ大阪U-23,2018,c-23,大熊　裕司,10,4,0,463,9,11,2,3,28,10,28,25,2,4,1,0,30,7,145,6.9%,50.2%,(10.0%),(74.3%),(11.1%),(78.6%),(30.0%),(85.7%),11,4,0,485,16,14,4,7,31,9,19,13,6,2,0,0,35,9,144,7.6%,49.8%,(0.0%),(72.4%),(31.3%),(93.5%),(55.6%),(89.5%),,
440,22,0908,群馬,0-2,H,金鳥スタ,雨のち曇,セレッソ大阪U-23,2018,c-23,大熊　裕司,8,1,0,531,10,13,4,3,28,12,8,16,1,3,1,0,41,11,136,5.9%,56.9%,(0.0%),(79.1%),(20.0%),(78.6%),(33.3%),(75.0%),10,3,0,383,13,8,3,6,14,6,25,24,2,4,1,0,31,8,125,8.0%,43.1%,(20.0%),(71.8%),(30.8%),(85.7%),(50.0%),(80.0%),,
441,23,0916,藤枝,2-1,A,藤枝サ,曇,セレッソ大阪U-23,2018,c-23,大熊　裕司,13,2,0,381,12,11,0,3,34,9,24,22,2,1,2,0,27,12,136,9.6%,48.7%,(7.7%),(66.7%),(8.3%),(79.4%),(33.3%),(75.0%),24,6,0,374,11,13,1,5,35,15,21,23,3,0,2,0,32,9,141,17.0%,51.3%,(8.3%),(70.3%),(36.4%),(71.4%),(40.0%),(76.2%),,
442,24,0922,北九州,2-1,A,ミクスタ,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,18,5,0,448,28,15,2,11,26,15,22,19,3,6,3,0,45,17,150,12.0%,55%,(5.6%),(68.3%),(21.4%),(92.3%),(60.0%),(90.9%),12,3,0,307,17,12,6,1,30,11,17,36,1,1,2,0,38,12,133,9.0%,45%,(16.7%),(63.5%),(35.3%),(73.3%),(45.5%),(82.4%),,
443,25,0929,長野,2-0,H,ヤンマー,雨,セレッソ大阪U-23,2018,c-23,大熊　裕司,18,5,0,468,20,20,2,3,27,17,17,30,0,2,0,0,57,16,140,12.9%,50.6%,(5.6%),(72.2%),(25.0%),(74.1%),(64.7%),(76.5%),6,1,0,511,15,11,2,1,27,3,18,22,1,2,1,0,32,4,140,4.3%,49.4%,(0.0%),(71.6%),(13.3%),(74.1%),(66.7%),(72.2%),,
444,26,1007,YS横浜,2-0,H,ヤンマー,曇のち晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,9,2,0,373,12,13,1,3,15,10,18,34,1,2,1,0,30,9,121,7.4%,45.1%,(22.2%),(72.9%),(8.3%),(86.7%),(10.0%),(61.1%),15,7,0,612,16,7,2,5,33,14,19,11,5,1,0,0,38,19,130,11.5%,54.9%,(0.0%),(78.3%),(31.3%),(90.9%),(64.3%),(78.9%),,
445,28,1021,相模原,1-2,A,ギオンス,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,8,4,0,454,10,8,3,0,18,8,25,32,4,4,0,0,34,9,135,5.9%,46.5%,(25.0%),(70.7%),(30.0%),(88.9%),(50.0%),(92.0%),14,5,0,562,18,19,4,5,33,15,23,13,1,3,1,0,35,19,145,9.7%,53.5%,(7.1%),(76.3%),(22.2%),(93.9%),(26.7%),(56.5%),,
446,29,1028,沼津,0-0,H,金鳥スタ,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,7,2,0,383,11,14,2,2,24,11,27,35,0,3,0,0,29,6,140,5.0%,46.4%,(0.0%),(69.7%),(9.1%),(79.2%),(54.5%),(77.8%),13,5,0,506,25,8,3,2,32,11,32,18,4,2,0,0,40,14,141,9.2%,53.6%,(0.0%),(70.2%),(12.0%),(90.6%),(63.6%),(75.0%),,
447,30,1104,秋田,4-1,A,秋田陸,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,9,3,0,516,19,6,2,6,24,13,27,10,0,1,1,0,42,19,120,7.5%,57.1%,(11.1%),(75.6%),(15.8%),(87.5%),(23.1%),(70.4%),12,6,1,345,7,20,1,1,22,10,15,29,2,2,1,0,27,8,125,9.6%,42.9%,(33.3%),(74.2%),(42.9%),(86.4%),(20.0%),(73.3%),,
448,31,1111,琉球,6-0,H,ヤンマー,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,19,12,0,419,10,13,1,4,25,8,24,25,1,1,2,0,39,17,131,14.5%,44.4%,(31.6%),(77.6%),(40.0%),(80.0%),(50.0%),(70.8%),6,1,0,627,13,12,1,2,17,13,25,7,3,1,1,0,50,8,127,4.7%,55.6%,(0.0%),(82.3%),(7.7%),(76.5%),(46.2%),(96.0%),,
449,32,1118,盛岡,1-2,A,いわスタ,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,11,6,0,463,10,10,0,4,25,12,27,40,2,1,1,0,31,15,139,7.9%,47.1%,(18.2%),(73.0%),(50.0%),(92.0%),(33.3%),(81.5%),10,2,0,548,15,9,1,5,41,12,26,14,1,0,0,0,49,17,151,6.6%,52.9%,(10.0%),(74.5%),(6.7%),(80.5%),(25.0%),(80.8%),,
450,33,1125,富山,0-1,H,ヤンマー,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,14,3,0,408,12,12,5,2,30,14,27,16,2,2,2,0,33,15,132,10.6%,46%,(0.0%),(73.3%),(33.3%),(80.0%),(64.3%),(66.7%),12,5,0,547,12,10,2,11,28,14,24,19,10,5,2,0,34,12,145,8.3%,54%,(8.3%),(77.9%),(8.3%),(78.6%),(28.6%),(79.2%),,
451,34,1202,Ｇ大23,2-0,A,吹田Ｓ,晴,セレッソ大阪U-23,2018,c-23,大熊　裕司,15,4,0,570,5,11,4,4,15,14,19,9,1,5,3,1,42,11,114,13.2%,54.7%,(0.0%),(81.8%),(20.0%),(93.3%),(50.0%),(73.7%),15,4,0,435,13,18,6,4,10,7,26,13,2,2,1,0,27,12,122,12.3%,45.3%,(13.3%),(77.9%),(46.2%),(100.0%),(28.6%),(80.8%),,
452,1,0310,沼津,2-1,H,ヤンマー,雨のち曇,セレッソ大阪U-23,2019,c-23,大熊　裕司,11,6,0,329,8,18,0,6,23,9,26,30,3,2,1,0,27,5,130,8.5%,44.2%,(18.2%),(69.0%),(12.5%),(52.2%),(66.7%),(53.8%),19,4,0,532,20,8,2,6,32,10,20,17,2,0,1,0,46,17,130,14.6%,55.8%,(5.3%),(74.4%),(35.0%),(93.8%),(40.0%),(75.0%),1.394,0.548
453,2,0316,YS横浜,1-0,H,ヤンマー,曇時々晴,セレッソ大阪U-23,2019,c-23,大熊　裕司,7,3,0,401,9,12,0,2,24,20,29,26,2,3,0,0,25,8,129,5.4%,41.5%,(14.3%),(72.3%),(22.2%),(87.5%),(35.0%),(69.0%),19,3,0,583,21,13,3,9,24,13,42,11,7,0,1,0,45,16,136,14.0%,58.5%,(0.0%),(78.6%),(23.8%),(87.5%),(53.8%),(61.9%),1.216,0.277
454,3,0323,長野,1-1,A,長野Ｕ,曇,セレッソ大阪U-23,2019,c-23,大熊　裕司,21,4,0,456,19,6,3,6,33,11,32,15,1,2,0,0,39,19,147,14.3%,50.9%,(4.8%),(69.5%),(10.5%),(66.7%),(45.5%),(71.9%),7,2,0,371,15,12,2,2,25,10,25,36,2,3,0,0,24,11,147,4.8%,49.1%,(14.3%),(66.3%),(26.7%),(60.0%),(80.0%),(64.0%),0.697,1.216
455,4,0330,藤枝,6-1,H,ヤンマー,雨,セレッソ大阪U-23,2019,c-23,大熊　裕司,14,9,0,602,15,14,3,2,22,13,20,25,2,2,2,0,46,17,155,9.0%,55.5%,(42.9%),(78.4%),(13.3%),(50.0%),(61.5%),(80.0%),10,3,0,499,8,11,2,2,22,2,23,18,3,3,1,0,40,10,145,6.9%,44.5%,(10.0%),(72.3%),(37.5%),(86.4%),(50.0%),(65.2%),0.657,1.793
456,5,0407,秋田,0-3,A,ソユスタ,曇,セレッソ大阪U-23,2019,c-23,大熊　裕司,12,5,0,301,9,17,1,4,18,9,21,30,0,4,0,0,25,13,123,9.8%,41.5%,(25.0%),(65.4%),(22.2%),(77.8%),(44.4%),(61.9%),15,5,0,500,11,16,4,3,29,15,18,19,4,1,2,0,31,8,129,11.6%,58.5%,(0.0%),(79.2%),(18.2%),(82.8%),(46.7%),(83.3%),1.142,0.886
457,6,0414,群馬,3-2,H,ヤンマー,雨,セレッソ大阪U-23,2019,c-23,大熊　裕司,13,7,0,531,8,14,1,1,33,6,17,34,0,3,0,0,38,5,128,10.2%,54.8%,(23.1%),(76.1%),(12.5%),(72.7%),(33.3%),(64.7%),13,2,0,441,23,11,3,6,24,11,21,21,2,1,1,0,42,12,131,9.9%,45.2%,(15.4%),(69.8%),(30.4%),(75.0%),(45.5%),(66.7%),1.597,1.176
458,7,0428,富山,0-0,H,ヤンマー,曇一時晴,セレッソ大阪U-23,2019,c-23,大熊　裕司,9,1,0,404,13,8,4,1,16,9,18,20,4,3,1,0,33,12,116,7.8%,45.8%,(0.0%),(73.8%),(23.1%),(62.5%),(44.4%),(72.2%),20,8,0,588,21,11,3,9,25,14,22,19,2,4,1,0,41,16,138,14.5%,54.2%,(0.0%),(78.7%),(23.8%),(96.0%),(35.7%),(81.8%),2.86,0.507
