,節,開催日,相手,スコア,HomeAway,会場,天候,自チーム,年度,team_id,指揮官,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率,A_ゴール期待値,H_ゴール期待値,A_スプリント,A_総走行距離,H_スプリント,H_総走行距離
4562,23,0715,岡山,1-2,H,石川西部,曇,ツエーゲン金沢,2017,kana,,12,4,0,472,15,7,2,2,28,10,19,22,2,1,0,0,33,11,123,9.8%,52%,(8.3%),(71.6%),(33.3%),(85.7%),(30.0%),(73.7%),16,5,0,404,12,13,1,6,29,6,21,31,2,2,1,0,28,17,139,11.5%,48%,(12.5%),(69.8%),(25.0%),(69.0%),(33.3%),(81.0%),,,,,,
4563,24,0722,千葉,0-2,A,フクアリ,晴,ツエーゲン金沢,2017,kana,,16,10,0,467,21,16,3,6,32,20,17,25,2,2,0,0,40,19,132,12.1%,60.9%,(12.5%),(77.1%),(33.3%),(87.5%),(50.0%),(82.4%),7,2,0,293,8,9,2,3,38,8,21,25,0,3,1,0,22,8,124,5.6%,39.1%,(0.0%),(64.2%),(0.0%),(89.5%),(37.5%),(76.2%),,,,,,
4564,25,0729,松本,0-4,A,松本,曇,ツエーゲン金沢,2017,kana,,14,6,2,365,14,19,0,2,30,10,17,24,2,4,0,0,33,17,127,11.0%,55.3%,(28.6%),(69.6%),(14.3%),(86.7%),(70.0%),(82.4%),17,4,0,309,18,7,4,8,24,10,20,18,0,0,2,0,38,15,112,15.2%,44.7%,(0.0%),(66.0%),(38.9%),(83.3%),(40.0%),(85.0%),,,,,,
4565,26,0805,東京Ｖ,0-0,H,石川西部,晴,ツエーゲン金沢,2017,kana,,17,3,0,494,18,10,1,7,29,7,21,20,1,0,0,0,45,13,124,13.7%,52.9%,(0.0%),(77.9%),(27.8%),(89.7%),(42.9%),(71.4%),11,5,0,400,21,4,1,6,22,14,12,32,1,1,1,0,31,13,128,8.6%,47.1%,(0.0%),(72.8%),(14.3%),(81.8%),(50.0%),(91.7%),,,,,,
4566,27,0811,山形,1-2,A,ＮＤスタ,雨,ツエーゲン金沢,2017,kana,,9,4,0,411,13,15,1,5,34,10,23,22,4,1,1,0,39,12,152,5.9%,47.6%,(22.2%),(65.5%),(23.1%),(73.5%),(30.0%),(82.6%),9,3,0,502,8,14,1,6,31,8,25,21,0,1,2,0,21,5,141,6.4%,52.4%,(11.1%),(72.1%),(37.5%),(90.3%),(25.0%),(72.0%),,,,,,
4567,28,0816,徳島,0-4,H,石川西部,曇,ツエーゲン金沢,2017,kana,,11,0,0,351,12,13,3,4,26,13,18,13,4,2,2,0,27,10,119,9.2%,39.5%,(0.0%),(70.4%),(50.0%),(92.3%),(38.5%),(83.3%),15,9,0,558,6,14,2,3,20,5,18,19,0,3,5,0,37,14,120,12.5%,60.5%,(26.7%),(83.0%),(16.7%),(95.0%),(60.0%),(77.8%),,,,,,
4568,29,0820,群馬,1-1,A,正田スタ,曇,ツエーゲン金沢,2017,kana,,7,2,0,377,18,7,2,4,34,8,16,48,0,1,0,0,43,14,131,5.3%,52.8%,(14.3%),(69.0%),(22.2%),(82.4%),(50.0%),(68.8%),12,2,0,368,20,10,1,3,41,9,26,38,2,1,0,0,40,12,136,8.8%,47.2%,(8.3%),(63.9%),(30.0%),(87.8%),(33.3%),(57.7%),,,,,,
4569,30,0826,讃岐,1-2,H,石川西部,晴,ツエーゲン金沢,2017,kana,,22,3,0,623,30,12,1,6,31,13,7,11,3,2,1,0,54,19,118,18.6%,64.5%,(4.5%),(85.2%),(36.7%),(80.6%),(46.2%),(85.7%),7,3,0,269,3,10,2,2,18,4,10,37,2,1,2,0,22,2,104,6.7%,35.5%,(28.6%),(71.7%),(33.3%),(88.9%),(0.0%),(80.0%),,,,,,
4570,31,0902,長崎,1-2,H,石川西部,晴,ツエーゲン金沢,2017,kana,,16,2,0,445,19,6,0,6,29,12,20,26,4,0,4,0,39,11,134,11.9%,54%,(6.3%),(73.3%),(21.1%),(86.2%),(66.7%),(75.0%),11,3,1,352,10,14,0,6,33,10,15,28,5,0,0,0,31,15,139,7.9%,46%,(18.2%),(67.0%),(20.0%),(75.8%),(50.0%),(86.7%),,,,,,
4571,32,0909,横浜FC,0-2,A,ニッパツ,晴,ツエーゲン金沢,2017,kana,,15,8,0,524,15,15,1,10,30,12,8,30,2,2,1,0,60,17,126,11.9%,54.9%,(13.3%),(78.8%),(13.3%),(80.0%),(50.0%),(75.0%),9,2,0,442,15,11,2,5,23,11,6,29,1,1,2,0,31,12,116,7.8%,45.1%,(0.0%),(75.6%),(20.0%),(82.6%),(36.4%),(50.0%),,,,,,
4572,33,0917,名古屋,3-1,H,石川西部,曇,ツエーゲン金沢,2017,kana,,15,4,1,220,9,6,0,2,20,11,21,45,3,3,2,0,31,15,115,13.0%,30.2%,(20.0%),(63.2%),(77.8%),(75.0%),(45.5%),(76.2%),21,5,0,886,18,11,3,6,28,14,18,13,1,0,2,0,57,24,129,16.3%,69.8%,(4.8%),(87.7%),(11.1%),(100.0%),(57.1%),(72.2%),,,,,,
4573,34,0924,大分,1-1,H,石川西部,晴,ツエーゲン金沢,2017,kana,,10,3,0,331,10,9,3,3,13,8,17,30,2,1,0,0,34,9,113,8.8%,33.9%,(10.0%),(71.0%),(10.0%),(76.9%),(50.0%),(76.5%),17,8,0,722,26,13,1,4,26,26,10,10,0,3,0,0,58,20,121,14.0%,66.1%,(5.9%),(84.5%),(26.9%),(96.2%),(69.2%),(80.0%),,,,,,
4574,35,0930,湘南,2-4,A,ＢＭＷス,晴,ツエーゲン金沢,2017,kana,,18,6,0,518,11,13,1,3,27,9,20,26,3,2,1,0,48,16,137,13.1%,53.3%,(22.2%),(79.2%),(27.3%),(88.9%),(44.4%),(95.0%),15,6,0,477,20,11,2,1,14,15,21,27,3,1,1,0,36,13,118,12.7%,46.7%,(13.3%),(76.3%),(15.0%),(92.9%),(66.7%),(57.1%),,,,,,
4575,36,1007,愛媛,4-1,H,石川西部,曇,ツエーゲン金沢,2017,kana,,20,8,0,446,12,7,3,7,29,11,17,26,4,1,1,0,41,17,133,15.0%,44.8%,(20.0%),(74.2%),(33.3%),(79.3%),(63.6%),(64.7%),10,7,0,621,14,9,1,1,22,7,14,21,2,3,1,0,46,13,119,8.4%,55.2%,(10.0%),(78.4%),(14.3%),(90.9%),(85.7%),(92.9%),,,,,,
4576,37,1015,町田,1-1,A,町田,雨,ツエーゲン金沢,2017,kana,,24,5,0,361,23,17,4,7,41,14,28,36,2,1,1,0,47,26,162,14.8%,51.4%,(4.2%),(59.6%),(34.8%),(75.6%),(64.3%),(78.6%),8,4,0,304,23,8,1,6,37,16,24,50,1,4,1,0,31,11,151,5.3%,48.6%,(12.5%),(57.2%),(30.4%),(81.1%),(37.5%),(62.5%),,,,,,
4577,38,1022,京都,0-0,H,石川西部,雨,ツエーゲン金沢,2017,kana,,9,2,0,337,14,14,3,9,21,7,14,33,1,4,0,0,25,7,135,6.7%,45.4%,(0.0%),(60.5%),(14.3%),(76.2%),(42.9%),(100.0%),10,3,0,382,14,16,4,11,31,10,16,22,0,3,2,0,32,16,152,6.6%,54.6%,(0.0%),(66.8%),(28.6%),(74.2%),(60.0%),(81.3%),,,,,,
4578,39,1029,山口,1-0,A,維新公園,雨,ツエーゲン金沢,2017,kana,,14,2,0,537,22,12,3,5,29,11,22,23,0,1,0,0,36,16,130,10.8%,54.6%,(0.0%),(75.4%),(31.8%),(96.6%),(54.5%),(77.3%),9,3,0,471,20,8,1,4,22,12,15,33,1,3,2,0,42,12,121,7.4%,45.4%,(11.1%),(74.1%),(15.0%),(86.4%),(41.7%),(86.7%),,,,,,
4579,40,1105,岐阜,1-1,H,石川西部,晴,ツエーゲン金沢,2017,kana,,15,4,0,367,12,6,0,5,27,11,23,23,3,5,0,0,30,10,128,11.7%,37.1%,(6.7%),(68.7%),(16.7%),(85.2%),(36.4%),(56.5%),13,5,0,687,19,14,5,3,24,16,27,20,2,0,2,0,51,17,140,9.3%,62.9%,(7.7%),(80.5%),(31.6%),(95.8%),(81.3%),(77.8%),,,,,,
4580,41,1111,熊本,4-1,A,えがおＳ,晴,ツエーゲン金沢,2017,kana,,17,4,0,527,15,14,1,3,28,10,24,14,2,3,2,0,45,15,127,13.4%,50.4%,(5.9%),(78.7%),(53.3%),(89.3%),(70.0%),(79.2%),11,5,0,528,13,10,3,2,22,14,18,18,3,1,1,0,43,9,128,8.6%,49.6%,(36.4%),(76.9%),(15.4%),(90.9%),(42.9%),(72.2%),,,,,,
4581,42,1119,水戸,2-1,H,石川西部,曇のち雨,ツエーゲン金沢,2017,kana,,21,7,0,448,19,11,1,12,28,7,19,39,4,2,3,0,36,12,128,16.4%,50.2%,(9.5%),(74.6%),(15.8%),(75.0%),(42.9%),(68.4%),12,2,1,439,15,13,2,2,27,11,19,26,1,1,2,0,42,17,125,9.6%,49.8%,(8.3%),(72.7%),(40.0%),(81.5%),(45.5%),(63.2%),,,,,,
4582,1,0225,愛媛,2-1,A,ニンスタ,曇,ツエーゲン金沢,2018,kana,柳下　正明,11,3,0,292,11,15,1,7,22,10,42,34,2,1,3,1,27,12,140,7.9%,43.3%,(9.1%),(61.0%),(0.0%),(81.8%),(30.0%),(64.3%),17,6,0,529,13,13,1,3,37,10,20,32,3,1,3,0,36,17,141,12.1%,56.7%,(11.8%),(72.8%),(46.2%),(89.2%),(30.0%),(95.0%),,,,,,
4583,2,0304,讃岐,0-1,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,11,6,0,558,25,14,2,2,50,14,20,21,3,2,1,0,50,15,152,7.2%,59.5%,(0.0%),(73.1%),(20.0%),(80.0%),(50.0%),(80.0%),10,4,0,247,4,14,2,3,24,7,31,42,3,2,0,0,22,4,130,7.7%,40.5%,(10.0%),(53.4%),(0.0%),(50.0%),(42.9%),(77.4%),,,,,,
4584,3,0311,福岡,0-1,H,石川西部,曇のち晴,ツエーゲン金沢,2018,kana,柳下　正明,8,1,0,538,11,6,3,1,24,13,28,22,5,0,2,0,32,8,133,6.0%,48.7%,(0.0%),(72.7%),(36.4%),(91.7%),(46.2%),(89.3%),7,2,0,514,7,19,1,4,35,13,33,21,4,2,1,0,38,5,162,4.3%,51.3%,(14.3%),(72.2%),(42.9%),(94.3%),(38.5%),(75.8%),,,,,,
4585,4,0317,大宮,1-1,A,ＮＡＣＫ,晴,ツエーゲン金沢,2018,kana,柳下　正明,16,4,0,566,21,17,2,4,40,16,36,14,4,1,2,0,51,15,168,9.5%,57%,(6.3%),(74.7%),(14.3%),(80.0%),(37.5%),(80.6%),7,3,0,323,10,21,1,0,20,11,41,28,6,2,2,0,24,8,149,4.7%,43%,(14.3%),(62.2%),(20.0%),(65.0%),(36.4%),(82.9%),,,,,,
4586,5,0321,山口,2-2,A,みらスタ,雨,ツエーゲン金沢,2018,kana,柳下　正明,15,8,0,291,12,18,2,5,44,15,30,36,2,1,0,1,19,15,176,8.5%,48.4%,(13.3%),(38.8%),(25.0%),(63.6%),(40.0%),(83.3%),9,3,1,324,11,20,1,5,49,19,24,46,0,1,3,0,30,13,192,4.7%,51.6%,(22.2%),(38.9%),(18.2%),(73.5%),(36.8%),(75.0%),,,,,,
4587,6,0325,町田,1-1,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,18,6,0,392,26,14,5,3,37,21,28,30,2,5,0,0,32,17,166,10.8%,50.6%,(5.6%),(58.2%),(19.2%),(81.1%),(66.7%),(85.7%),12,2,0,357,24,7,5,6,39,14,26,43,2,5,2,0,24,16,163,7.4%,49.4%,(8.3%),(51.5%),(20.8%),(87.2%),(42.9%),(73.1%),,,,,,
4588,7,0401,横浜FC,4-0,A,ニッパツ,晴,ツエーゲン金沢,2018,kana,柳下　正明,19,6,0,699,11,19,0,6,23,13,28,21,0,1,1,0,39,21,149,12.8%,61.2%,(0.0%),(83.5%),(27.3%),(73.9%),(30.8%),(85.7%),14,6,0,322,12,13,1,3,18,16,30,30,8,0,1,0,35,14,129,10.9%,38.8%,(28.6%),(69.3%),(50.0%),(77.8%),(43.8%),(63.3%),,,,,,
4589,8,0408,千葉,3-1,H,石川西部,晴のち雪のち雨,ツエーゲン金沢,2018,kana,柳下　正明,18,7,0,257,15,9,2,5,34,16,16,25,6,4,1,0,24,15,136,13.2%,35.7%,(16.7%),(54.1%),(40.0%),(76.5%),(43.8%),(87.5%),11,2,0,605,18,11,4,5,37,18,18,15,1,2,0,0,37,11,151,7.3%,64.3%,(9.1%),(75.5%),(16.7%),(89.2%),(50.0%),(77.8%),,,,,,
4590,9,0415,水戸,0-1,A,Ｋｓスタ,曇時々雨,ツエーゲン金沢,2018,kana,柳下　正明,7,3,0,401,10,8,1,3,25,7,24,31,1,3,0,0,31,9,149,4.7%,48.8%,(14.3%),(64.3%),(20.0%),(60.0%),(28.6%),(87.5%),11,2,0,449,22,12,3,7,44,14,21,28,3,1,0,0,41,18,156,7.1%,51.2%,(0.0%),(68.6%),(22.7%),(81.8%),(50.0%),(61.9%),,,,,,
4591,10,0422,大分,0-1,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,18,3,0,526,13,6,1,3,25,18,37,18,5,2,0,0,44,17,121,14.9%,48%,(0.0%),(80.6%),(30.8%),(84.0%),(38.9%),(81.1%),11,3,0,595,12,15,4,3,19,8,25,25,1,1,1,0,36,10,125,8.8%,52%,(9.1%),(82.7%),(25.0%),(100.0%),(37.5%),(80.0%),,,,,,
4592,11,0428,岐阜,1-0,A,長良川,晴,ツエーゲン金沢,2018,kana,柳下　正明,10,4,0,805,13,19,3,3,27,18,30,21,3,0,0,0,48,9,142,7.0%,64.3%,(0.0%),(84.2%),(7.7%),(92.6%),(55.6%),(80.0%),14,6,0,311,11,5,0,5,26,17,31,25,10,3,2,0,27,11,127,11.0%,35.7%,(7.1%),(66.2%),(18.2%),(80.8%),(47.1%),(67.7%),,,,,,
4593,12,0503,新潟,2-3,H,石川西部,曇のち晴,ツエーゲン金沢,2018,kana,関　浩二,11,7,1,479,15,9,0,4,25,15,26,20,0,1,0,0,42,12,139,7.9%,54.5%,(9.1%),(69.7%),(26.7%),(84.0%),(26.7%),(73.1%),14,6,0,386,14,25,1,2,37,16,26,27,3,0,0,0,34,13,156,9.0%,45.5%,(21.4%),(65.8%),(21.4%),(75.7%),(56.3%),(80.8%),,,,,,
4594,13,0506,東京Ｖ,1-0,A,味スタ,晴,ツエーゲン金沢,2018,kana,柳下　正明,9,2,0,588,16,13,1,6,15,10,18,15,4,1,0,0,52,16,118,7.6%,54.7%,(0.0%),(81.5%),(31.3%),(73.3%),(80.0%),(77.8%),15,2,0,459,15,8,1,2,25,10,13,22,4,1,3,0,49,11,116,12.9%,45.3%,(6.7%),(79.7%),(6.7%),(68.0%),(30.0%),(76.9%),,,,,,
4595,14,0512,松本,0-5,A,松本,晴,ツエーゲン金沢,2018,kana,柳下　正明,19,10,1,360,9,14,1,9,28,10,17,22,0,3,0,0,40,13,133,14.3%,51%,(26.3%),(71.9%),(11.1%),(78.6%),(40.0%),(76.5%),10,1,0,339,13,5,4,11,22,12,20,26,1,1,0,0,34,16,123,8.1%,49%,(0.0%),(71.1%),(15.4%),(95.5%),(50.0%),(55.0%),,,,,,
4596,15,0520,徳島,0-0,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,18,2,0,366,10,15,2,2,22,17,27,29,1,0,2,0,30,12,129,14.0%,43.5%,(0.0%),(71.6%),(20.0%),(81.8%),(41.2%),(88.9%),12,2,0,461,15,15,0,4,25,18,23,16,2,2,1,0,52,14,134,9.0%,56.5%,(0.0%),(74.8%),(20.0%),(96.0%),(50.0%),(73.9%),,,,,,
4597,16,0527,山形,1-2,A,ＮＤスタ,晴,ツエーゲン金沢,2018,kana,柳下　正明,10,4,0,604,17,10,2,7,23,14,22,26,1,2,2,0,48,22,129,7.8%,60%,(20.0%),(80.8%),(29.4%),(91.3%),(57.1%),(95.5%),13,5,0,334,14,12,2,6,22,16,26,24,2,2,2,1,34,16,133,9.8%,40%,(7.7%),(68.3%),(35.7%),(81.8%),(50.0%),(88.5%),,,,,,
4598,17,0602,京都,1-3,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,25,8,0,505,29,10,0,11,32,19,17,10,2,1,1,0,66,28,128,19.5%,51.7%,(4.0%),(78.6%),(27.6%),(96.9%),(52.6%),(100.0%),11,6,0,432,13,9,2,1,21,9,18,32,1,0,1,0,22,13,118,9.3%,48.3%,(27.3%),(78.0%),(38.5%),(71.4%),(22.2%),(72.2%),,,,,,
4599,19,0616,栃木,2-0,H,石川西部,曇,ツエーゲン金沢,2018,kana,柳下　正明,17,6,0,461,16,9,3,9,34,17,25,31,5,0,0,0,44,19,142,12.0%,54.6%,(11.8%),(72.9%),(25.0%),(73.5%),(35.3%),(68.0%),6,2,0,401,8,13,0,5,32,9,31,32,1,3,1,0,29,11,145,4.1%,45.4%,(0.0%),(65.3%),(0.0%),(68.8%),(44.4%),(64.5%),,,,,,
4600,20,0623,熊本,0-0,H,石川西部,曇,ツエーゲン金沢,2018,kana,柳下　正明,25,9,0,434,22,14,0,6,19,11,17,16,2,2,1,0,57,26,107,23.4%,43.8%,(0.0%),(78.1%),(27.3%),(84.2%),(63.6%),(35.3%),6,1,0,516,17,16,2,4,13,13,18,31,1,0,1,0,31,11,108,5.6%,56.2%,(0.0%),(81.4%),(35.3%),(84.6%),(69.2%),(77.8%),,,,,,
4601,21,0701,岡山,3-3,A,Ｃスタ,晴,ツエーゲン金沢,2018,kana,柳下　正明,12,5,0,422,15,10,7,6,21,11,16,16,0,2,1,0,35,16,132,9.1%,51.4%,(25.0%),(71.8%),(33.3%),(95.2%),(63.6%),(81.3%),11,5,1,448,10,14,2,3,22,9,16,19,2,6,0,0,37,13,126,8.7%,48.6%,(27.3%),(73.0%),(10.0%),(86.4%),(33.3%),(68.8%),,,,,,
4602,18,0704,甲府,3-1,A,中銀スタ,雨のち曇,ツエーゲン金沢,2018,kana,柳下　正明,11,5,0,631,22,9,3,6,27,19,15,14,1,4,0,0,67,22,131,8.4%,61.5%,(9.1%),(79.6%),(22.7%),(96.3%),(52.6%),(60.0%),17,9,0,354,10,10,5,4,19,6,19,40,1,3,1,0,28,11,135,12.6%,38.5%,(11.8%),(72.0%),(50.0%),(78.9%),(50.0%),(68.4%),,,,,,
4603,22,0707,山口,2-2,H,石川西部,雨,ツエーゲン金沢,2018,kana,柳下　正明,20,8,1,384,19,12,1,11,31,13,11,15,1,3,0,0,31,18,146,13.7%,38.6%,(10.0%),(67.7%),(26.3%),(80.6%),(53.8%),(81.8%),16,5,0,634,7,10,3,2,24,8,17,33,1,1,1,0,48,8,132,12.1%,61.4%,(12.5%),(81.2%),(28.6%),(83.3%),(50.0%),(82.4%),,,,,,
4604,23,0715,千葉,4-3,A,フクアリ,晴,ツエーゲン金沢,2018,kana,柳下　正明,13,5,0,611,14,8,2,3,34,17,21,22,1,2,1,0,47,16,133,9.8%,67.5%,(23.1%),(79.5%),(14.3%),(91.2%),(52.9%),(85.7%),14,8,1,270,15,8,2,6,27,11,24,21,1,2,2,0,30,8,122,11.5%,32.5%,(21.4%),(61.1%),(26.7%),(85.2%),(54.5%),(87.5%),,,,,,
4605,24,0721,町田,0-1,A,町田,晴,ツエーゲン金沢,2018,kana,柳下　正明,15,4,0,290,17,16,3,7,33,10,33,34,0,2,0,0,34,18,135,11.1%,48.2%,(6.7%),(54.8%),(17.6%),(81.8%),(40.0%),(72.7%),10,2,0,332,20,11,2,4,29,11,25,36,3,3,2,0,34,12,133,7.5%,51.8%,(0.0%),(63.6%),(20.0%),(75.9%),(36.4%),(72.0%),,,,,,
4606,25,0725,横浜FC,0-0,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,8,0,0,468,16,13,0,3,27,10,20,27,0,2,1,0,45,11,120,6.7%,58.6%,(0.0%),(76.5%),(0.0%),(88.9%),(60.0%),(85.0%),11,2,0,340,9,15,2,9,27,12,13,29,2,0,1,0,25,14,123,8.9%,41.4%,(0.0%),(72.6%),(11.1%),(59.3%),(16.7%),(76.9%),,,,,,
4607,26,0729,栃木,1-1,A,栃木グ,晴,ツエーゲン金沢,2018,kana,柳下　正明,9,3,1,352,11,8,2,4,32,16,22,21,0,1,0,0,45,14,131,6.9%,49.1%,(11.1%),(70.2%),(36.4%),(75.0%),(37.5%),(86.4%),10,4,1,384,11,14,1,2,32,8,24,25,1,2,0,0,34,11,131,7.6%,50.9%,(10.0%),(70.6%),(45.5%),(87.5%),(50.0%),(75.0%),,,,,,
4608,27,0805,熊本,1-0,A,えがおＳ,晴,ツエーゲン金沢,2018,kana,柳下　正明,12,4,0,643,20,11,0,3,26,16,16,14,4,2,1,0,43,17,128,9.4%,56.6%,(0.0%),(82.7%),(20.0%),(92.3%),(37.5%),(75.0%),16,6,0,478,13,11,2,1,15,13,18,28,2,0,1,0,45,14,118,13.6%,43.4%,(6.3%),(81.0%),(23.1%),(86.7%),(61.5%),(88.9%),,,,,,
4609,28,0811,甲府,1-2,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,12,3,0,473,14,14,1,5,26,13,24,23,2,4,1,0,36,10,128,9.4%,53.1%,(8.3%),(74.0%),(14.3%),(92.3%),(38.5%),(70.8%),11,5,0,424,15,11,4,5,25,17,19,22,0,1,1,0,33,12,128,8.6%,46.9%,(18.2%),(73.8%),(26.7%),(92.0%),(47.1%),(78.9%),,,,,,
4610,29,0818,岡山,0-1,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,21,7,0,514,23,13,4,5,27,18,11,21,3,1,2,0,68,18,126,16.7%,57.2%,(0.0%),(78.0%),(21.7%),(88.9%),(44.4%),(54.5%),10,4,0,319,20,7,1,6,25,10,20,30,4,4,0,0,36,15,122,8.2%,42.8%,(10.0%),(66.1%),(20.0%),(88.0%),(60.0%),(70.0%),,,,,,
4611,30,0825,讃岐,2-0,A,ピカスタ,晴,ツエーゲン金沢,2018,kana,柳下　正明,13,1,0,336,17,14,2,6,41,15,20,29,1,1,0,0,31,16,137,9.5%,48.8%,(0.0%),(64.3%),(23.5%),(87.8%),(60.0%),(75.0%),12,4,0,444,16,10,1,2,23,14,21,34,3,2,1,0,35,13,120,10.0%,51.2%,(16.7%),(74.8%),(37.5%),(73.9%),(64.3%),(85.7%),,,,,,
4612,31,0901,東京Ｖ,0-1,H,石川西部,曇,ツエーゲン金沢,2018,kana,柳下　正明,16,3,0,400,29,5,1,14,26,16,27,18,0,1,0,0,54,26,124,12.9%,45.7%,(0.0%),(74.8%),(41.4%),(96.2%),(56.3%),(74.1%),11,6,0,508,12,6,1,1,20,20,10,36,5,1,0,0,29,16,106,10.4%,54.3%,(9.1%),(84.6%),(41.7%),(85.0%),(35.0%),(70.0%),,,,,,
4613,32,0908,京都,0-0,A,西京極,曇のち雨,ツエーゲン金沢,2018,kana,柳下　正明,12,3,0,379,17,19,1,4,25,8,20,31,2,2,0,0,40,12,132,9.1%,48.5%,(0.0%),(70.2%),(29.4%),(60.0%),(50.0%),(80.0%),17,3,1,428,24,5,2,4,34,21,17,40,1,1,1,0,57,24,128,13.3%,51.5%,(0.0%),(72.4%),(29.2%),(70.6%),(52.4%),(76.5%),,,,,,
4614,33,0915,新潟,1-2,A,デンカＳ,曇,ツエーゲン金沢,2018,kana,柳下　正明,18,6,0,392,13,13,1,5,27,10,25,24,0,1,0,0,49,17,140,12.9%,51.6%,(11.1%),(69.9%),(23.1%),(74.1%),(50.0%),(84.0%),10,1,0,381,19,10,1,4,26,14,30,31,2,1,1,0,32,13,134,7.5%,48.4%,(10.0%),(65.4%),(21.1%),(76.9%),(21.4%),(70.0%),,,,,,
4615,34,0924,山形,1-0,H,石川西部,曇,ツエーゲン金沢,2018,kana,柳下　正明,17,6,0,376,15,11,1,2,27,16,18,26,2,3,2,0,43,13,122,13.9%,44.3%,(5.9%),(74.5%),(13.3%),(85.2%),(37.5%),(77.8%),11,2,0,522,19,15,3,5,33,7,21,19,0,1,2,0,34,11,131,8.4%,55.7%,(0.0%),(74.9%),(15.8%),(90.9%),(57.1%),(61.9%),,,,,,
4616,35,0930,岐阜,2-0,H,石川西部,曇,ツエーゲン金沢,2018,kana,柳下　正明,17,5,0,335,16,9,0,3,28,11,36,21,2,0,1,0,36,18,124,13.7%,37.8%,(11.8%),(66.9%),(37.5%),(78.6%),(54.5%),(61.1%),7,0,0,686,14,17,0,4,33,24,22,22,1,0,0,0,45,17,141,5.0%,62.2%,(0.0%),(80.9%),(0.0%),(87.9%),(41.7%),(77.3%),,,,,,
4617,36,1007,徳島,3-0,A,鳴門大塚,晴,ツエーゲン金沢,2018,kana,柳下　正明,9,1,0,514,6,13,3,4,21,14,20,23,1,2,1,0,35,11,129,7.0%,61%,(0.0%),(81.3%),(16.7%),(81.0%),(35.7%),(85.0%),19,9,0,311,13,19,2,8,13,10,23,18,0,3,1,0,42,25,129,14.7%,39%,(15.8%),(67.8%),(30.8%),(84.6%),(80.0%),(95.7%),,,,,,
4618,37,1014,松本,0-2,H,石川西部,晴,ツエーゲン金沢,2018,kana,柳下　正明,10,0,0,318,14,8,0,6,24,10,24,20,1,0,2,0,33,9,104,9.6%,48.8%,(0.0%),(66.0%),(7.1%),(83.3%),(40.0%),(62.5%),20,11,0,325,14,13,0,8,32,12,21,20,1,0,2,0,32,15,122,16.4%,51.2%,(10.0%),(69.8%),(35.7%),(96.9%),(58.3%),(76.2%),,,,,,
4619,38,1019,愛媛,0-0,H,石川西部,曇,ツエーゲン金沢,2018,kana,柳下　正明,13,3,0,404,16,8,1,0,27,19,30,17,2,1,2,0,49,11,119,10.9%,41.8%,(0.0%),(73.5%),(18.8%),(81.5%),(36.8%),(76.7%),9,3,0,593,12,11,1,3,29,15,28,19,4,1,0,0,25,6,133,6.8%,58.2%,(0.0%),(82.8%),(16.7%),(89.7%),(46.7%),(53.6%),,,,,,
4620,39,1028,福岡,2-2,A,レベスタ,晴,ツエーゲン金沢,2018,kana,柳下　正明,12,6,0,452,21,14,0,4,25,8,24,29,2,0,1,0,33,16,143,8.4%,51%,(16.7%),(67.7%),(28.6%),(92.0%),(50.0%),(75.0%),23,6,0,440,18,9,0,10,16,17,16,27,3,0,2,0,47,21,135,17.0%,49%,(8.7%),(68.6%),(11.1%),(87.5%),(47.1%),(75.0%),,,,,,
4621,40,1104,大宮,1-1,H,石川西部,曇,ツエーゲン金沢,2018,kana,柳下　正明,14,5,1,398,14,11,1,3,18,18,36,24,2,1,0,0,37,14,145,9.7%,44.4%,(7.1%),(66.8%),(14.3%),(72.2%),(44.4%),(77.8%),15,5,1,567,14,12,1,3,25,9,37,22,1,1,1,0,54,15,151,9.9%,55.6%,(6.7%),(75.5%),(35.7%),(76.0%),(55.6%),(89.2%),,,,,,
