,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,year,カテゴリ,節,stage,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
17,グラフ,18,モンテディオ山形,4,6,0,4,2,2,7,-5,,,,2015,J1,6,2ｓｔ,17.0,18.0,,60.0
0,グラフ,1,浦和レッズ,17,7,5,2,0,10,4,6,,,111.0,2015,J1,7,１ｓｔ,,,,
1,グラフ,2,ガンバ大阪,16,7,5,1,1,14,7,7,,,271.0,2015,J1,7,１ｓｔ,,,,
2,グラフ,3,川崎フロンターレ,14,7,4,2,1,16,8,8,,,142.0,2015,J1,7,１ｓｔ,,,,
3,グラフ,4,ＦＣ東京,14,7,4,2,1,8,4,4,,,130.0,2015,J1,7,１ｓｔ,,,,
4,グラフ,5,サガン鳥栖,13,7,4,1,2,9,6,3,,,412.0,2015,J1,7,１ｓｔ,,,,
5,グラフ,6,サンフレッチェ広島,13,7,4,1,2,8,5,3,,,341.0,2015,J1,7,１ｓｔ,,,,
6,グラフ,7,ヴィッセル神戸,11,7,3,2,2,11,9,2,,,281.0,2015,J1,7,１ｓｔ,,,,
7,グラフ,8,横浜Ｆ・マリノス,11,7,3,2,2,9,7,2,,,143.0,2015,J1,7,１ｓｔ,,,,
8,グラフ,9,ベガルタ仙台,9,7,2,3,2,8,7,1,,,41.0,2015,J1,7,１ｓｔ,,,,
9,グラフ,10,鹿島アントラーズ,8,7,2,2,3,11,11,0,,,80.0,2015,J1,7,１ｓｔ,,,,
10,グラフ,10,名古屋グランパス,8,7,2,2,3,11,11,0,,,231.0,2015,J1,7,１ｓｔ,,,,
11,グラフ,12,柏レイソル,8,7,2,2,3,10,11,-1,,,122.0,2015,J1,7,１ｓｔ,,,,
12,グラフ,13,松本山雅ＦＣ,8,7,2,2,3,7,9,-2,,,160.0,2015,J1,7,１ｓｔ,,,,
13,グラフ,14,湘南ベルマーレ,7,7,2,1,4,5,11,-6,,,147.0,2015,J1,7,１ｓｔ,,,,
14,グラフ,15,アルビレックス新潟,6,7,1,3,3,9,13,-4,,,191.0,2015,J1,7,１ｓｔ,,,,
15,グラフ,16,清水エスパルス,4,7,1,1,5,7,12,-5,,,221.0,2015,J1,7,１ｓｔ,,,,
16,グラフ,17,モンテディオ山形,4,7,1,1,5,2,7,-5,,,60.0,2015,J1,7,１ｓｔ,,,,
17,グラフ,18,ヴァンフォーレ甲府,3,7,1,0,6,2,15,-13,,,151.0,2015,J1,7,１ｓｔ,,,,
0,グラフ,1,鹿島アントラーズ,16,7,5,1,1,12,7,5,,,,2015,J1,7,2ｓｔ,6.0,38.0,,80.0
1,グラフ,2,サンフレッチェ広島,15,7,5,0,2,18,8,10,,,,2015,J1,7,2ｓｔ,2.0,49.0,,341.0
2,グラフ,3,柏レイソル,15,7,5,0,2,10,6,4,,,,2015,J1,7,2ｓｔ,9.0,33.0,,122.0
3,グラフ,4,ＦＣ東京,13,7,4,1,2,10,7,3,,,,2015,J1,7,2ｓｔ,3.0,48.0,,130.0
4,グラフ,5,名古屋グランパス,13,7,4,1,2,12,10,2,,,,2015,J1,7,2ｓｔ,7.0,35.0,,231.0
5,グラフ,6,川崎フロンターレ,11,7,3,2,2,9,7,2,,,,2015,J1,7,2ｓｔ,5.0,41.0,,142.0
6,グラフ,6,湘南ベルマーレ,11,7,3,2,2,9,7,2,,,,2015,J1,7,2ｓｔ,10.0,33.0,,147.0
7,グラフ,8,浦和レッズ,11,7,3,2,2,8,7,1,,,,2015,J1,7,2ｓｔ,1.0,52.0,,111.0
8,グラフ,9,ヴィッセル神戸,10,7,3,1,3,11,10,1,,,,2015,J1,7,2ｓｔ,11.0,29.0,,281.0
9,グラフ,10,ガンバ大阪,9,7,2,3,2,12,12,0,,,,2015,J1,7,2ｓｔ,4.0,41.0,,271.0
10,グラフ,11,サガン鳥栖,9,7,2,3,2,9,10,-1,,,,2015,J1,7,2ｓｔ,12.0,29.0,,412.0
11,グラフ,12,横浜Ｆ・マリノス,8,7,2,2,3,9,8,1,,,,2015,J1,7,2ｓｔ,8.0,34.0,,143.0
12,グラフ,13,アルビレックス新潟,8,7,2,2,3,11,12,-1,,,,2015,J1,7,2ｓｔ,15.0,22.0,,191.0
13,グラフ,14,清水エスパルス,6,7,1,3,3,8,14,-6,,,,2015,J1,7,2ｓｔ,17.0,19.0,,221.0
14,グラフ,15,松本山雅ＦＣ,6,7,2,0,5,6,15,-9,,,,2015,J1,7,2ｓｔ,16.0,21.0,,160.0
15,グラフ,16,ヴァンフォーレ甲府,5,7,1,2,4,4,7,-3,,,,2015,J1,7,2ｓｔ,14.0,25.0,,151.0
16,グラフ,17,ベガルタ仙台,4,7,1,1,5,10,14,-4,,,,2015,J1,7,2ｓｔ,13.0,27.0,,41.0
17,グラフ,18,モンテディオ山形,4,7,0,4,3,3,10,-7,,,,2015,J1,7,2ｓｔ,18.0,18.0,,60.0
0,グラフ,1,浦和レッズ,20,8,6,2,0,12,4,8,,,111.0,2015,J1,8,１ｓｔ,,,,
1,グラフ,2,ガンバ大阪,19,8,6,1,1,15,7,8,,,271.0,2015,J1,8,１ｓｔ,,,,
2,グラフ,3,ＦＣ東京,17,8,5,2,1,9,4,5,,,130.0,2015,J1,8,１ｓｔ,,,,
3,グラフ,4,サンフレッチェ広島,16,8,5,1,2,10,6,4,,,341.0,2015,J1,8,１ｓｔ,,,,
4,グラフ,5,川崎フロンターレ,14,8,4,2,2,17,12,5,,,142.0,2015,J1,8,１ｓｔ,,,,
5,グラフ,6,サガン鳥栖,13,8,4,1,3,11,10,1,,,412.0,2015,J1,8,１ｓｔ,,,,
6,グラフ,7,柏レイソル,11,8,3,2,3,14,12,2,,,122.0,2015,J1,8,１ｓｔ,,,,
7,グラフ,8,鹿島アントラーズ,11,8,3,2,3,13,12,1,,,80.0,2015,J1,8,１ｓｔ,,,,
8,グラフ,9,名古屋グランパス,11,8,3,2,3,12,11,1,,,231.0,2015,J1,8,１ｓｔ,,,,
9,グラフ,10,ヴィッセル神戸,11,8,3,2,3,11,10,1,,,281.0,2015,J1,8,１ｓｔ,,,,
10,グラフ,11,横浜Ｆ・マリノス,11,8,3,2,3,10,9,1,,,143.0,2015,J1,8,１ｓｔ,,,,
11,グラフ,12,湘南ベルマーレ,10,8,3,1,4,9,13,-4,,,147.0,2015,J1,8,１ｓｔ,,,,
12,グラフ,13,ベガルタ仙台,9,8,2,3,3,9,9,0,,,41.0,2015,J1,8,１ｓｔ,,,,
13,グラフ,14,松本山雅ＦＣ,8,8,2,2,4,7,10,-3,,,160.0,2015,J1,8,１ｓｔ,,,,
14,グラフ,15,アルビレックス新潟,6,8,1,3,4,9,14,-5,,,191.0,2015,J1,8,１ｓｔ,,,,
15,グラフ,16,清水エスパルス,5,8,1,2,5,10,15,-5,,,221.0,2015,J1,8,１ｓｔ,,,,
16,グラフ,17,モンテディオ山形,5,8,1,2,5,5,10,-5,,,60.0,2015,J1,8,１ｓｔ,,,,
17,グラフ,18,ヴァンフォーレ甲府,3,8,1,0,7,2,17,-15,,,151.0,2015,J1,8,１ｓｔ,,,,
0,グラフ,1,鹿島アントラーズ,19,8,6,1,1,15,7,8,,,,2015,J1,8,2ｓｔ,5.0,41.0,,80.0
1,グラフ,2,サンフレッチェ広島,18,8,6,0,2,20,8,12,,,,2015,J1,8,2ｓｔ,2.0,52.0,,341.0
2,グラフ,3,柏レイソル,18,8,6,0,2,12,6,6,,,,2015,J1,8,2ｓｔ,8.0,36.0,,122.0
3,グラフ,4,浦和レッズ,14,8,4,2,2,11,8,3,,,,2015,J1,8,2ｓｔ,1.0,55.0,,111.0
4,グラフ,4,湘南ベルマーレ,14,8,4,2,2,11,8,3,,,,2015,J1,8,2ｓｔ,10.0,36.0,,147.0
5,グラフ,6,ＦＣ東京,14,8,4,2,2,10,7,3,,,,2015,J1,8,2ｓｔ,3.0,49.0,,130.0
6,グラフ,7,名古屋グランパス,14,8,4,2,2,12,10,2,,,,2015,J1,8,2ｓｔ,9.0,36.0,,231.0
7,グラフ,8,ガンバ大阪,12,8,3,3,2,13,12,1,,,,2015,J1,8,2ｓｔ,4.0,44.0,,271.0
8,グラフ,9,横浜Ｆ・マリノス,11,8,3,2,3,11,9,2,,,,2015,J1,8,2ｓｔ,7.0,37.0,,143.0
9,グラフ,10,川崎フロンターレ,11,8,3,2,3,10,9,1,,,,2015,J1,8,2ｓｔ,6.0,41.0,,142.0
10,グラフ,11,ヴィッセル神戸,10,8,3,1,4,11,11,0,,,,2015,J1,8,2ｓｔ,11.0,29.0,,281.0
11,グラフ,12,サガン鳥栖,9,8,2,3,3,10,12,-2,,,,2015,J1,8,2ｓｔ,12.0,29.0,,412.0
12,グラフ,13,ヴァンフォーレ甲府,8,8,2,2,4,5,7,-2,,,,2015,J1,8,2ｓｔ,13.0,28.0,,151.0
13,グラフ,14,アルビレックス新潟,8,8,2,2,4,11,14,-3,,,,2015,J1,8,2ｓｔ,15.0,22.0,,191.0
14,グラフ,15,清水エスパルス,6,8,1,3,4,8,15,-7,,,,2015,J1,8,2ｓｔ,17.0,19.0,,221.0
15,グラフ,16,松本山雅ＦＣ,6,8,2,0,6,6,17,-11,,,,2015,J1,8,2ｓｔ,16.0,21.0,,160.0
16,グラフ,17,ベガルタ仙台,4,8,1,1,6,11,17,-6,,,,2015,J1,8,2ｓｔ,14.0,27.0,,41.0
17,グラフ,18,モンテディオ山形,4,8,0,4,4,3,13,-10,,,,2015,J1,8,2ｓｔ,18.0,18.0,,60.0
0,グラフ,1,浦和レッズ,23,9,7,2,0,13,4,9,,,111.0,2015,J1,9,１ｓｔ,,,,
1,グラフ,2,ＦＣ東京,20,9,6,2,1,11,5,6,,,130.0,2015,J1,9,１ｓｔ,,,,
2,グラフ,3,ガンバ大阪,19,9,6,1,2,15,8,7,,,271.0,2015,J1,9,１ｓｔ,,,,
3,グラフ,4,サンフレッチェ広島,19,9,6,1,2,12,6,6,,,341.0,2015,J1,9,１ｓｔ,,,,
4,グラフ,5,川崎フロンターレ,14,9,4,2,3,18,14,4,,,142.0,2015,J1,9,１ｓｔ,,,,
5,グラフ,6,名古屋グランパス,14,9,4,2,3,15,11,4,,,231.0,2015,J1,9,１ｓｔ,,,,
6,グラフ,7,サガン鳥栖,14,9,4,2,3,12,11,1,,,412.0,2015,J1,9,１ｓｔ,,,,
7,グラフ,8,柏レイソル,12,9,3,3,3,14,12,2,,,122.0,2015,J1,9,１ｓｔ,,,,
8,グラフ,9,ヴィッセル神戸,12,9,3,3,3,12,11,1,,,281.0,2015,J1,9,１ｓｔ,,,,
9,グラフ,10,鹿島アントラーズ,11,9,3,2,4,13,13,0,,,80.0,2015,J1,9,１ｓｔ,,,,
10,グラフ,11,横浜Ｆ・マリノス,11,9,3,2,4,10,10,0,,,143.0,2015,J1,9,１ｓｔ,,,,
11,グラフ,12,湘南ベルマーレ,10,9,3,1,5,9,16,-7,,,147.0,2015,J1,9,１ｓｔ,,,,
12,グラフ,13,ベガルタ仙台,9,9,2,3,4,9,11,-2,,,41.0,2015,J1,9,１ｓｔ,,,,
13,グラフ,14,アルビレックス新潟,9,9,2,3,4,11,15,-4,,,191.0,2015,J1,9,１ｓｔ,,,,
14,グラフ,15,松本山雅ＦＣ,8,9,2,2,5,8,12,-4,,,160.0,2015,J1,9,１ｓｔ,,,,
15,グラフ,16,モンテディオ山形,8,9,2,2,5,6,10,-4,,,60.0,2015,J1,9,１ｓｔ,,,,
16,グラフ,17,清水エスパルス,6,9,1,3,5,10,15,-5,,,221.0,2015,J1,9,１ｓｔ,,,,
17,グラフ,18,ヴァンフォーレ甲府,6,9,2,0,7,3,17,-14,,,151.0,2015,J1,9,１ｓｔ,,,,
0,グラフ,1,鹿島アントラーズ,22,9,7,1,1,18,8,10,,,,2015,J1,9,2ｓｔ,5.0,44.0,,80.0
1,グラフ,2,サンフレッチェ広島,21,9,7,0,2,25,10,15,,,,2015,J1,9,2ｓｔ,1.0,55.0,,341.0
2,グラフ,3,柏レイソル,19,9,6,1,2,14,8,6,,,,2015,J1,9,2ｓｔ,8.0,37.0,,122.0
3,グラフ,4,ＦＣ東京,15,9,4,3,2,11,8,3,,,,2015,J1,9,2ｓｔ,3.0,50.0,,130.0
4,グラフ,5,ガンバ大阪,15,9,4,3,2,14,12,2,,,,2015,J1,9,2ｓｔ,4.0,47.0,,271.0
5,グラフ,6,横浜Ｆ・マリノス,14,9,4,2,3,15,9,6,,,,2015,J1,9,2ｓｔ,7.0,40.0,,143.0
6,グラフ,7,湘南ベルマーレ,14,9,4,2,3,11,9,2,,,,2015,J1,9,2ｓｔ,10.0,36.0,,147.0
7,グラフ,8,名古屋グランパス,14,9,4,2,3,14,15,-1,,,,2015,J1,9,2ｓｔ,9.0,36.0,,231.0
8,グラフ,9,浦和レッズ,14,9,4,2,3,11,12,-1,,,,2015,J1,9,2ｓｔ,2.0,55.0,,111.0
9,グラフ,10,ヴィッセル神戸,13,9,4,1,4,18,12,6,,,,2015,J1,9,2ｓｔ,11.0,32.0,,281.0
10,グラフ,11,川崎フロンターレ,11,9,3,2,4,11,12,-1,,,,2015,J1,9,2ｓｔ,6.0,41.0,,142.0
11,グラフ,12,アルビレックス新潟,11,9,3,2,4,12,14,-2,,,,2015,J1,9,2ｓｔ,15.0,25.0,,191.0
12,グラフ,13,ヴァンフォーレ甲府,9,9,2,3,4,7,9,-2,,,,2015,J1,9,2ｓｔ,12.0,29.0,,151.0
13,グラフ,14,サガン鳥栖,9,9,2,3,4,11,19,-8,,,,2015,J1,9,2ｓｔ,13.0,29.0,,412.0
14,グラフ,15,清水エスパルス,7,9,1,4,4,9,16,-7,,,,2015,J1,9,2ｓｔ,17.0,20.0,,221.0
15,グラフ,16,松本山雅ＦＣ,6,8,2,0,6,6,17,-11,,,,2015,J1,9,2ｓｔ,16.0,21.0,,160.0
16,グラフ,17,ベガルタ仙台,4,9,1,1,7,11,18,-7,,,,2015,J1,9,2ｓｔ,14.0,27.0,,41.0
17,グラフ,18,モンテディオ山形,4,8,0,4,4,3,13,-10,,,,2015,J1,9,2ｓｔ,18.0,18.0,,60.0
0,グラフ,1,浦和レッズ,23,9,7,2,0,13,4,9,,,111.0,2015,J1,10,１ｓｔ,,,,
1,グラフ,2,ＦＣ東京,23,10,7,2,1,14,7,7,,,130.0,2015,J1,10,１ｓｔ,,,,
2,グラフ,3,サンフレッチェ広島,22,10,7,1,2,13,6,7,,,341.0,2015,J1,10,１ｓｔ,,,,
3,グラフ,4,ガンバ大阪,19,9,6,1,2,15,8,7,,,271.0,2015,J1,10,１ｓｔ,,,,
4,グラフ,5,サガン鳥栖,15,10,4,3,3,14,13,1,,,412.0,2015,J1,10,１ｓｔ,,,,
5,グラフ,6,川崎フロンターレ,14,10,4,2,4,18,15,3,,,142.0,2015,J1,10,１ｓｔ,,,,
6,グラフ,7,名古屋グランパス,14,10,4,2,4,15,13,2,,,231.0,2015,J1,10,１ｓｔ,,,,
7,グラフ,8,横浜Ｆ・マリノス,14,10,4,2,4,12,10,2,,,143.0,2015,J1,10,１ｓｔ,,,,
8,グラフ,9,ヴィッセル神戸,13,10,3,4,3,13,12,1,,,281.0,2015,J1,10,１ｓｔ,,,,
9,グラフ,10,柏レイソル,12,9,3,3,3,14,12,2,,,122.0,2015,J1,10,１ｓｔ,,,,
10,グラフ,11,鹿島アントラーズ,11,9,3,2,4,13,13,0,,,80.0,2015,J1,10,１ｓｔ,,,,
11,グラフ,12,松本山雅ＦＣ,11,10,3,2,5,10,12,-2,,,160.0,2015,J1,10,１ｓｔ,,,,
12,グラフ,13,湘南ベルマーレ,11,10,3,2,5,10,17,-7,,,147.0,2015,J1,10,１ｓｔ,,,,
13,グラフ,14,アルビレックス新潟,10,10,2,4,4,12,16,-4,,,191.0,2015,J1,10,１ｓｔ,,,,
14,グラフ,15,ベガルタ仙台,9,10,2,3,5,11,14,-3,,,41.0,2015,J1,10,１ｓｔ,,,,
15,グラフ,16,モンテディオ山形,9,10,2,3,5,7,11,-4,,,60.0,2015,J1,10,１ｓｔ,,,,
16,グラフ,17,清水エスパルス,7,10,1,4,5,12,17,-5,,,221.0,2015,J1,10,１ｓｔ,,,,
17,グラフ,18,ヴァンフォーレ甲府,6,10,2,0,8,3,19,-16,,,151.0,2015,J1,10,１ｓｔ,,,,
0,グラフ,1,サンフレッチェ広島,24,10,8,0,2,28,11,17,,,,2015,J1,10,2ｓｔ,1.0,58.0,,341.0
1,グラフ,2,鹿島アントラーズ,22,10,7,1,2,19,10,9,,,,2015,J1,10,2ｓｔ,5.0,44.0,,80.0
2,グラフ,3,柏レイソル,19,10,6,1,3,14,9,5,,,,2015,J1,10,2ｓｔ,8.0,37.0,,122.0
3,グラフ,4,ＦＣ東京,18,10,5,3,2,14,8,6,,,,2015,J1,10,2ｓｔ,3.0,53.0,,130.0
4,グラフ,5,ガンバ大阪,18,10,5,3,2,16,13,3,,,,2015,J1,10,2ｓｔ,4.0,50.0,,271.0
5,グラフ,6,浦和レッズ,17,10,5,2,3,12,12,0,,,,2015,J1,10,2ｓｔ,2.0,58.0,,111.0
6,グラフ,7,横浜Ｆ・マリノス,15,10,4,3,3,16,10,6,,,,2015,J1,10,2ｓｔ,7.0,41.0,,143.0
7,グラフ,8,湘南ベルマーレ,15,10,4,3,3,12,10,2,,,,2015,J1,10,2ｓｔ,9.0,37.0,,147.0
8,グラフ,9,川崎フロンターレ,14,10,4,2,4,14,13,1,,,,2015,J1,10,2ｓｔ,6.0,44.0,,142.0
9,グラフ,10,名古屋グランパス,14,10,4,2,4,14,16,-2,,,,2015,J1,10,2ｓｔ,10.0,36.0,,231.0
10,グラフ,11,ヴィッセル神戸,13,10,4,1,5,18,15,3,,,,2015,J1,10,2ｓｔ,11.0,32.0,,281.0
11,グラフ,12,アルビレックス新潟,12,10,3,3,4,13,15,-2,,,,2015,J1,10,2ｓｔ,15.0,26.0,,191.0
12,グラフ,13,サガン鳥栖,10,10,2,4,4,11,19,-8,,,,2015,J1,10,2ｓｔ,13.0,30.0,,412.0
13,グラフ,14,ヴァンフォーレ甲府,9,10,2,3,5,8,12,-4,,,,2015,J1,10,2ｓｔ,14.0,29.0,,151.0
14,グラフ,15,清水エスパルス,8,10,1,5,4,9,16,-7,,,,2015,J1,10,2ｓｔ,17.0,21.0,,221.0
15,グラフ,16,ベガルタ仙台,7,10,2,1,7,12,18,-6,,,,2015,J1,10,2ｓｔ,12.0,30.0,,41.0
16,グラフ,17,松本山雅ＦＣ,7,9,2,1,6,7,18,-11,,,,2015,J1,10,2ｓｔ,16.0,22.0,,160.0
17,グラフ,18,モンテディオ山形,4,9,0,4,5,4,16,-12,,,,2015,J1,10,2ｓｔ,18.0,18.0,,60.0
0,グラフ,1,浦和レッズ,24,10,7,3,0,17,8,9,,,111.0,2015,J1,11,１ｓｔ,,,,
1,グラフ,2,ＦＣ東京,23,11,7,2,2,14,8,6,,,130.0,2015,J1,11,１ｓｔ,,,,
2,グラフ,3,ガンバ大阪,22,10,7,1,2,16,8,8,,,271.0,2015,J1,11,１ｓｔ,,,,
3,グラフ,4,サンフレッチェ広島,22,11,7,1,3,13,7,6,,,341.0,2015,J1,11,１ｓｔ,,,,
4,グラフ,5,川崎フロンターレ,17,11,5,2,4,19,15,4,,,142.0,2015,J1,11,１ｓｔ,,,,
5,グラフ,6,横浜Ｆ・マリノス,17,11,5,2,4,13,10,3,,,143.0,2015,J1,11,１ｓｔ,,,,
6,グラフ,7,サガン鳥栖,16,11,4,4,3,15,14,1,,,412.0,2015,J1,11,１ｓｔ,,,,
7,グラフ,8,名古屋グランパス,14,11,4,2,5,15,14,1,,,231.0,2015,J1,11,１ｓｔ,,,,
8,グラフ,9,鹿島アントラーズ,14,10,4,2,4,14,13,1,,,80.0,2015,J1,11,１ｓｔ,,,,
9,グラフ,10,湘南ベルマーレ,14,11,4,2,5,11,17,-6,,,147.0,2015,J1,11,１ｓｔ,,,,
10,グラフ,11,ヴィッセル神戸,13,11,3,4,4,14,14,0,,,281.0,2015,J1,11,１ｓｔ,,,,
11,グラフ,12,柏レイソル,12,10,3,3,4,14,15,-1,,,122.0,2015,J1,11,１ｓｔ,,,,
12,グラフ,13,モンテディオ山形,12,11,3,3,5,10,11,-1,,,60.0,2015,J1,11,１ｓｔ,,,,
13,グラフ,14,松本山雅ＦＣ,12,11,3,3,5,11,13,-2,,,160.0,2015,J1,11,１ｓｔ,,,,
14,グラフ,15,ベガルタ仙台,10,11,2,4,5,15,18,-3,,,41.0,2015,J1,11,１ｓｔ,,,,
15,グラフ,16,清水エスパルス,10,11,2,4,5,14,18,-4,,,221.0,2015,J1,11,１ｓｔ,,,,
16,グラフ,17,アルビレックス新潟,10,11,2,4,5,12,17,-5,,,191.0,2015,J1,11,１ｓｔ,,,,
17,グラフ,18,ヴァンフォーレ甲府,6,11,2,0,9,3,20,-17,,,151.0,2015,J1,11,１ｓｔ,,,,
0,グラフ,1,サンフレッチェ広島,25,11,8,1,2,28,11,17,,,,2015,J1,11,2ｓｔ,2.0,59.0,,341.0
1,グラフ,2,鹿島アントラーズ,25,11,8,1,2,20,10,10,,,,2015,J1,11,2ｓｔ,6.0,47.0,,80.0
2,グラフ,3,柏レイソル,20,11,6,2,3,14,9,5,,,,2015,J1,11,2ｓｔ,8.0,38.0,,122.0
3,グラフ,4,浦和レッズ,20,11,6,2,3,16,13,3,,,,2015,J1,11,2ｓｔ,1.0,61.0,,111.0
4,グラフ,5,ガンバ大阪,19,11,5,4,2,17,14,3,,,,2015,J1,11,2ｓｔ,4.0,51.0,,271.0
5,グラフ,6,横浜Ｆ・マリノス,18,11,5,3,3,17,10,7,,,,2015,J1,11,2ｓｔ,7.0,44.0,,143.0
6,グラフ,7,ＦＣ東京,18,11,5,3,3,14,9,5,,,,2015,J1,11,2ｓｔ,3.0,53.0,,130.0
7,グラフ,8,川崎フロンターレ,17,11,5,2,4,20,14,6,,,,2015,J1,11,2ｓｔ,5.0,47.0,,142.0
8,グラフ,9,湘南ベルマーレ,16,11,4,4,3,13,11,2,,,,2015,J1,11,2ｓｔ,9.0,38.0,,147.0
9,グラフ,10,アルビレックス新潟,15,11,4,3,4,15,16,-1,,,,2015,J1,11,2ｓｔ,14.0,29.0,,191.0
10,グラフ,11,名古屋グランパス,14,11,4,2,5,15,22,-7,,,,2015,J1,11,2ｓｔ,10.0,36.0,,231.0
11,グラフ,12,ヴィッセル神戸,13,11,4,1,6,19,17,2,,,,2015,J1,11,2ｓｔ,11.0,32.0,,281.0
12,グラフ,13,サガン鳥栖,11,11,2,5,4,11,19,-8,,,,2015,J1,11,2ｓｔ,13.0,31.0,,412.0
13,グラフ,14,ヴァンフォーレ甲府,9,11,2,3,6,8,13,-5,,,,2015,J1,11,2ｓｔ,15.0,29.0,,151.0
14,グラフ,15,ベガルタ仙台,8,11,2,2,7,13,19,-6,,,,2015,J1,11,2ｓｔ,12.0,31.0,,41.0
15,グラフ,16,清水エスパルス,8,11,1,5,5,10,20,-10,,,,2015,J1,11,2ｓｔ,17.0,21.0,,221.0
16,グラフ,17,松本山雅ＦＣ,8,10,2,2,6,8,19,-11,,,,2015,J1,11,2ｓｔ,16.0,23.0,,160.0
17,グラフ,18,モンテディオ山形,5,10,0,5,5,4,16,-12,,,,2015,J1,11,2ｓｔ,18.0,19.0,,60.0
0,グラフ,1,浦和レッズ,27,11,8,3,0,21,9,12,,,111.0,2015,J1,12,１ｓｔ,,,,
1,グラフ,2,ガンバ大阪,23,11,7,2,2,17,9,8,,,271.0,2015,J1,12,１ｓｔ,,,,
2,グラフ,3,サンフレッチェ広島,23,12,7,2,3,15,9,6,,,341.0,2015,J1,12,１ｓｔ,,,,
3,グラフ,4,ＦＣ東京,23,12,7,2,3,15,12,3,,,130.0,2015,J1,12,１ｓｔ,,,,
4,グラフ,5,横浜Ｆ・マリノス,20,12,6,2,4,15,11,4,,,143.0,2015,J1,12,１ｓｔ,,,,
5,グラフ,6,サガン鳥栖,19,12,5,4,3,16,14,2,,,412.0,2015,J1,12,１ｓｔ,,,,
6,グラフ,7,川崎フロンターレ,18,12,5,3,4,20,16,4,,,142.0,2015,J1,12,１ｓｔ,,,,
7,グラフ,8,鹿島アントラーズ,15,11,4,3,4,16,15,1,,,80.0,2015,J1,12,１ｓｔ,,,,
8,グラフ,9,松本山雅ＦＣ,15,12,4,3,5,13,13,0,,,160.0,2015,J1,12,１ｓｔ,,,,
9,グラフ,10,湘南ベルマーレ,15,12,4,3,5,11,17,-6,,,147.0,2015,J1,12,１ｓｔ,,,,
10,グラフ,11,名古屋グランパス,14,12,4,2,6,15,15,0,,,231.0,2015,J1,12,１ｓｔ,,,,
11,グラフ,12,ベガルタ仙台,13,12,3,4,5,18,18,0,,,41.0,2015,J1,12,１ｓｔ,,,,
12,グラフ,13,柏レイソル,13,11,3,4,4,14,15,-1,,,122.0,2015,J1,12,１ｓｔ,,,,
13,グラフ,14,ヴィッセル神戸,13,12,3,4,5,14,16,-2,,,281.0,2015,J1,12,１ｓｔ,,,,
14,グラフ,15,モンテディオ山形,12,12,3,3,6,10,13,-3,,,60.0,2015,J1,12,１ｓｔ,,,,
15,グラフ,16,清水エスパルス,10,12,2,4,6,15,20,-5,,,221.0,2015,J1,12,１ｓｔ,,,,
16,グラフ,17,アルビレックス新潟,10,12,2,4,6,12,20,-8,,,191.0,2015,J1,12,１ｓｔ,,,,
17,グラフ,18,ヴァンフォーレ甲府,9,12,3,0,9,5,20,-15,,,151.0,2015,J1,12,１ｓｔ,,,,
0,グラフ,1,サンフレッチェ広島,28,12,9,1,2,33,12,21,,,,2015,J1,12,2ｓｔ,2.0,62.0,,341.0
1,グラフ,2,鹿島アントラーズ,25,12,8,1,3,21,12,9,,,,2015,J1,12,2ｓｔ,6.0,47.0,,80.0
2,グラフ,3,浦和レッズ,23,12,7,2,3,18,14,4,,,,2015,J1,12,2ｓｔ,1.0,64.0,,111.0
3,グラフ,4,ガンバ大阪,22,12,6,4,2,20,15,5,,,,2015,J1,12,2ｓｔ,4.0,54.0,,271.0
4,グラフ,5,ＦＣ東京,21,12,6,3,3,15,9,6,,,,2015,J1,12,2ｓｔ,3.0,56.0,,130.0
5,グラフ,6,川崎フロンターレ,20,12,6,2,4,22,15,7,,,,2015,J1,12,2ｓｔ,5.0,50.0,,142.0
6,グラフ,7,柏レイソル,20,12,6,2,4,15,12,3,,,,2015,J1,12,2ｓｔ,10.0,38.0,,122.0
7,グラフ,8,横浜Ｆ・マリノス,19,12,5,4,3,18,11,7,,,,2015,J1,12,2ｓｔ,7.0,45.0,,143.0
