ポジション1,選手1,チーム1,監督1,ポジション2,選手2,チーム2,監督2,日付,試合情報
FW,ノヴァコヴィッチ,清水エスパルス,大榎　克己,FW,ノヴァコヴィッチ,ガンバ大阪,長谷川　健太,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
GK,関　憲太郎,ベガルタ仙台,渡邉　晋,GK,関　憲太郎,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
DF,村上　和弘,ベガルタ仙台,渡邉　晋,DF,村上　和弘,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
DF,鎌田　次郎,ベガルタ仙台,渡邉　晋,DF,鎌田　次郎,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
DF,上本　大海,ベガルタ仙台,渡邉　晋,DF,上本　大海,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
DF,石川　直樹,ベガルタ仙台,渡邉　晋,DF,石川　直樹,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
MF,太田　吉彰,ベガルタ仙台,渡邉　晋,MF,太田　吉彰,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
MF,富田　晋伍,ベガルタ仙台,渡邉　晋,MF,富田　晋伍,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
MF,梁　勇基,ベガルタ仙台,渡邉　晋,MF,梁　勇基,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
MF,野沢　拓也,ベガルタ仙台,渡邉　晋,MF,野沢　拓也,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
FW,赤嶺　真吾,ベガルタ仙台,渡邉　晋,FW,赤嶺　真吾,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
FW,ウイルソン,ベガルタ仙台,渡邉　晋,FW,ウイルソン,鹿島アントラーズ,トニーニョ　セレーゾ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
GK,守田　達弥,アルビレックス新潟,柳下　正明,GK,守田　達弥,浦和レッズ,ペトロヴィッチ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
DF,大井　健太郎,アルビレックス新潟,柳下　正明,DF,大井　健太郎,浦和レッズ,ペトロヴィッチ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
DF,舞行龍ジェームズ,アルビレックス新潟,柳下　正明,DF,舞行龍ジェームズ,浦和レッズ,ペトロヴィッチ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
DF,大野　和成,アルビレックス新潟,柳下　正明,DF,大野　和成,浦和レッズ,ペトロヴィッチ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
MF,レオ　シルバ,アルビレックス新潟,柳下　正明,MF,レオ　シルバ,浦和レッズ,ペトロヴィッチ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
MF,小林　裕紀,アルビレックス新潟,柳下　正明,MF,小林　裕紀,浦和レッズ,ペトロヴィッチ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
MF,松原　健,アルビレックス新潟,柳下　正明,MF,松原　健,浦和レッズ,ペトロヴィッチ,2014/09/23,"２０１４Ｊリーグ　ディビジョン１
								 第２５節第１日"
GK,高野　純一,ＦＣ琉球,薩川　了洋,GK,高野　純一,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
DF,屋宮　大地,ＦＣ琉球,薩川　了洋,DF,屋宮　大地,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
DF,前田　晃一,ＦＣ琉球,薩川　了洋,DF,前田　晃一,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
DF,浦島　貴大,ＦＣ琉球,薩川　了洋,DF,浦島　貴大,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
DF,浅田　大樹,ＦＣ琉球,薩川　了洋,DF,浅田　大樹,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
MF,富所　悠,ＦＣ琉球,薩川　了洋,MF,富所　悠,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
MF,田辺　圭佑,ＦＣ琉球,薩川　了洋,MF,田辺　圭佑,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
MF,青木　翔大,ＦＣ琉球,薩川　了洋,MF,青木　翔大,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
MF,福田　恭大,ＦＣ琉球,薩川　了洋,MF,福田　恭大,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
MF,小幡　純平,ＦＣ琉球,薩川　了洋,MF,小幡　純平,ＡＣ長野パルセイロ,美濃部　直彦,2014/09/21,"２０１４　明治安田生命　Ｊ３リーグ
								 第２６節第２日"
GK,曵地　裕哉,コンサドーレ札幌,財前　恵一,GK,曵地　裕哉,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,チョ　ソンジン,コンサドーレ札幌,財前　恵一,DF,チョ　ソンジン,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,パウロン,コンサドーレ札幌,財前　恵一,DF,パウロン,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,奈良　竜樹,コンサドーレ札幌,財前　恵一,DF,奈良　竜樹,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,上原　慎也,コンサドーレ札幌,財前　恵一,DF,上原　慎也,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,日高　拓磨,コンサドーレ札幌,財前　恵一,MF,日高　拓磨,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,宮澤　裕樹,コンサドーレ札幌,財前　恵一,MF,宮澤　裕樹,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,レ　コン　ビン,コンサドーレ札幌,財前　恵一,MF,レ　コン　ビン,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,内村　圭宏,コンサドーレ札幌,財前　恵一,MF,内村　圭宏,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
FW,フェホ,コンサドーレ札幌,財前　恵一,FW,フェホ,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
GK,守田　達弥,カターレ富山,安間　貴義,GK,守田　達弥,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,ヤン　ヘジュン,カターレ富山,安間　貴義,DF,ヤン　ヘジュン,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,内田　錬平,カターレ富山,安間　貴義,DF,内田　錬平,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,御厨　貴文,カターレ富山,安間　貴義,DF,御厨　貴文,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,木村　勝太,カターレ富山,安間　貴義,DF,木村　勝太,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,大西　容平,カターレ富山,安間　貴義,MF,大西　容平,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,キム　ヨングン,カターレ富山,安間　貴義,MF,キム　ヨングン,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,木本　敬介,カターレ富山,安間　貴義,MF,木本　敬介,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,白崎　凌兵,カターレ富山,安間　貴義,MF,白崎　凌兵,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,砂川　誠,コンサドーレ札幌,財前　恵一,MF,砂川　誠,ザスパクサツ群馬,秋葉　忠宏,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,國吉　貴博,カターレ富山,安間　貴義,MF,國吉　貴博,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
FW,苔口　卓也,カターレ富山,安間　貴義,FW,苔口　卓也,ロアッソ熊本,池谷　友良,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
GK,シュナイダー　潤之介,横浜ＦＣ,山口　素弘,GK,シュナイダー　潤之介,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,野上　結貴,横浜ＦＣ,山口　素弘,DF,野上　結貴,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,ペ　スンジン,横浜ＦＣ,山口　素弘,DF,ペ　スンジン,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,森下　俊,横浜ＦＣ,山口　素弘,DF,森下　俊,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,中島　崇典,横浜ＦＣ,山口　素弘,DF,中島　崇典,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,渡辺　匠,横浜ＦＣ,山口　素弘,MF,渡辺　匠,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,髙地　系治,横浜ＦＣ,山口　素弘,MF,髙地　系治,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,寺田　紳一,横浜ＦＣ,山口　素弘,MF,寺田　紳一,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,吉村　圭司,愛媛ＦＣ,石丸　清隆,MF,吉村　圭司,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,東　浩史,愛媛ＦＣ,石丸　清隆,MF,東　浩史,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,加藤　大,愛媛ＦＣ,石丸　清隆,MF,加藤　大,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
FW,重松　健太郎,愛媛ＦＣ,石丸　清隆,FW,重松　健太郎,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,野崎　陽介,横浜ＦＣ,山口　素弘,MF,野崎　陽介,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
FW,パトリック,横浜ＦＣ,山口　素弘,FW,パトリック,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
FW,三浦　知良,横浜ＦＣ,山口　素弘,FW,三浦　知良,モンテディオ山形,奥野　僚右,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
GK,秋元　陽太,愛媛ＦＣ,石丸　清隆,GK,秋元　陽太,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,関根　永悟,愛媛ＦＣ,石丸　清隆,DF,関根　永悟,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,アライール,愛媛ＦＣ,石丸　清隆,DF,アライール,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,園田　拓也,愛媛ＦＣ,石丸　清隆,DF,園田　拓也,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,浦田　延尚,愛媛ＦＣ,石丸　清隆,DF,浦田　延尚,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
DF,黒木　恭平,愛媛ＦＣ,石丸　清隆,DF,黒木　恭平,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
MF,渡邊　一仁,愛媛ＦＣ,石丸　清隆,MF,渡邊　一仁,東京ヴェルディ,三浦　泰年,2013/10/06,"２０１３Ｊリーグ　ディビジョン２
								 第３６節第１日"
FW,巻　誠一郎,東京ヴェルディ,川勝　良一,FW,巻　誠一郎,ギラヴァンツ北九州,三浦　泰年,2012/08/26,"２０１２Ｊリーグ　ディビジョン２
								 第３１節第１日"
FW,阿部　拓馬,東京ヴェルディ,川勝　良一,FW,阿部　拓馬,ギラヴァンツ北九州,三浦　泰年,2012/08/26,"２０１２Ｊリーグ　ディビジョン２
								 第３１節第１日"
